Lidnummer;Klassement enkel;Klassement dubbel;Klassement gemengd
50443062;D;D;D
50723960;D;D;D
50773445;D;D;D
50606891;D;D;D
50938053;D;D;D
50558366;D;D;D
50155687;D;D;D
50198238;D;D;D
50027771;D;D;D
50726579;D;D;D
50064832;D;D;D
50977679;D;D;D
50426176;D;D;D
50994115;D;D;D
50104442;C2;C1;C2
50764489;D;D;D
50118749;D;D;D
50665936;D;D;D
50507060;D;D;D
50576607;D;D;D
50527886;D;D;D
50085371;D;D;D
50021614;C2;C2;C2
50763024;D;D;D
50085347;D;D;D
50113327;D;D;D
50178407;D;D;D
50005503;C2;C1;D
50092877;C1;B1;C1
50004350;D;D;D
50274864;D;D;D
50057837;D;D;D
50050725;D;D;D
50020693;D;D;D
50081117;D;D;D
50081116;D;D;D
50044521;D;D;D
50800655;D;D;D
50994530;D;D;D
50118129;D;D;D
50278584;D;D;D
50015410;D;C1;D
50303503;D;D;D
50511882;D;D;D
50545280;D;D;D
50485563;D;D;D
50892231;D;D;D
50404032;D;D;D
50106717;D;D;D
50637533;D;D;D
50542435;D;D;D
50056596;C2;C1;C1
50947605;D;D;D
50051646;C2;C2;C2
50359673;D;D;D
50092661;D;D;D
50091754;A;A;B2
50585991;D;D;D
50553771;D;D;D
50023460;C1;C1;D
50625837;D;D;D
50851535;D;D;D
50072460;B2;B1;B2
50105241;D;D;D
50085317;C1;C1;C1
50115264;D;D;D
50887017;D;D;D
50874551;D;D;D
50636901;D;D;D
50484354;D;D;D
50114545;C2;B2;C2
50114546;C1;B2;C1
50115203;D;D;D
50512498;B2;B2;C2
50077431;C1;B2;C2
50015401;C2;C1;D
50874926;C2;C2;D
50041306;D;D;D
50103123;D;D;D
50057838;D;D;D
50005707;D;D;D
50706195;D;D;D
50654268;D;D;D
50997181;D;D;D
50254111;D;D;D
50078722;B2;B2;C2
50375962;D;D;D
50034255;C1;C1;C1
50085372;D;D;D
50085370;D;D;D
50100012;C2;C1;D
50085365;D;D;D
50035693;D;D;D
50699792;D;D;D
50048396;B2;B2;B2
50090964;D;D;D
50114554;D;D;D
50063321;D;D;D
50999273;D;D;D
50309048;D;D;D
50080794;D;D;D
50050733;D;C2;D
50851756;D;D;D
50268104;D;D;D
50034251;C1;C1;C1
50053522;D;D;D
50103161;D;D;D
50091750;D;D;D
50502182;D;D;D
50063448;D;D;D
50111709;D;D;D
50050715;D;D;D
50694847;D;D;D
50047793;B2;B2;C1
50078727;C1;C1;D
50085357;D;D;D
50430378;D;D;D
50035665;D;D;D
50025181;D;D;D
50898337;D;D;D
50392719;D;D;D
50992503;D;D;D
50087471;B2;B2;C2
50112875;D;D;D
50813528;D;D;D
50419757;D;D;D
50442880;D;D;D
50564188;D;D;D
50219774;D;D;D
50105245;D;D;D
50061756;D;D;D
50078723;C2;C2;D
50573306;D;D;D
50047791;D;C1;D
50063793;C2;B2;C1
50061757;D;D;D
50062205;D;D;D
50098557;D;D;D
50495666;D;D;D
50292633;D;D;D
50694871;D;D;D
50154753;D;D;D
50522868;D;D;D
50748335;D;D;D
50072456;C2;C2;C2
50273507;D;D;D
50588109;D;D;D
50632922;D;D;D
50757245;D;D;D
50007173;D;D;D
50096603;D;C2;D
50085362;D;D;D
50488112;D;D;D
50070610;C2;B2;C2
50018452;D;C1;D
50096147;C2;C2;D
50817426;D;D;D
50007612;C1;C1;C1
50970453;D;D;D
50114562;D;D;D
50887467;D;D;D
50787179;D;D;D
50484907;D;D;D
50382381;C2;C2;D
50115201;D;D;D
50085363;D;D;D
50122215;D;D;D
50401343;D;D;D
50574779;D;D;D
50027473;C1;C2;D
50952722;C2;C2;C2
50127829;D;D;D
50183273;D;D;D
50697951;D;D;D
50264761;D;D;D
50011680;D;D;D
50103611;D;D;D
50044522;D;D;D
50113328;D;D;D
50740776;D;D;D
50022111;D;D;D
50003946;D;D;D
50651269;D;D;D
50080084;D;D;D
50005958;D;D;D
50106729;A;A;B1
50095655;B1;B1;B1
50192884;D;D;D
50818333;D;D;D
50918702;D;D;D
50137565;D;D;D
50078721;D;D;D
50306898;D;D;D
50056599;D;D;D
50050724;D;D;D
50031239;D;D;D
50098232;D;D;D
50064742;D;D;D
50062957;B2;B2;C1
50101190;D;D;D
50081119;B1;B2;B2
50832581;D;D;D
50103165;C2;C2;D
50497146;D;D;D
50257471;D;D;D
50162543;D;D;D
50349457;D;D;D
50279645;D;D;D
50511971;D;D;D
50086842;B2;B1;B2
50085853;D;D;D
50176439;D;D;D
50386093;D;D;D
50085364;D;D;D
50063455;B1;B1;B1
50115266;D;D;D
50091235;D;C2;D
50103986;D;D;D
50862502;D;D;D
50235052;D;D;D
50114539;C2;C2;D
50114540;C2;C2;D
50096144;C2;C2;D
50096145;C2;C2;C2
50000829;D;D;D
50085353;D;D;D
50748688;D;D;D
50918567;D;D;D
50461400;D;D;D
50649337;D;D;D
50821318;D;D;D
50006940;C2;C1;D
50197371;D;D;D
50060296;B1;B2;C1
50357883;D;D;D
50001742;B2;B2;B2
50005693;D;C2;D
50027708;C2;C2;D
50537695;D;D;D
50999346;D;D;D
50039379;C2;C1;D
50088826;C2;C2;C1
50408046;D;D;D
50964437;D;D;D
50072058;C2;C2;C2
50825100;D;D;D
50247123;C2;C1;D
50088829;C2;B2;C2
50187570;D;D;D
50002025;C1;C1;C1
50106970;D;C2;C2
50096406;C2;C2;D
50490192;D;C2;D
50409778;D;D;D
50063795;D;D;D
50110058;D;D;D
50113615;D;D;D
50613170;D;D;D
50065320;D;D;D
50110696;D;D;D
50695053;D;D;D
50881760;D;D;D
50253565;D;D;D
50186558;D;D;D
50082389;C2;C1;C1
50090927;D;D;D
50912712;D;D;D
50064767;C1;C1;C1
50765736;D;D;D
50832905;D;D;D
50075357;D;D;D
50590138;D;D;D
50168487;D;D;D
50609696;D;D;D
50630415;D;D;D
50066408;D;D;D
50095717;D;D;D
50529188;D;D;D
50952080;D;D;D
50901648;D;D;D
50829726;D;D;D
50093146;D;D;D
50011740;C2;C2;C2
50340603;D;D;D
50073906;D;D;D
50099108;D;D;D
50067687;C2;B2;C1
50086052;D;D;D
50869248;D;D;D
50222635;D;D;D
50107720;D;D;D
50102716;C1;B2;C1
50056914;D;D;D
50066094;C2;C1;C1
50043299;D;D;D
50091582;C2;C1;C2
50786377;D;D;D
50668595;D;D;D
50620789;D;D;D
50132431;D;D;D
50090357;D;C2;C1
50074921;B1;B1;B2
50131532;D;D;D
50525050;D;D;D
50108326;D;D;D
50089606;D;D;D
50355716;D;D;D
50549499;D;D;D
50032467;C1;C1;C2
50071957;C2;C1;C2
50333437;D;D;D
50783149;D;D;D
50246011;D;D;D
50065580;D;D;D
50105894;D;D;D
50702270;D;D;D
50080574;C1;B2;C1
50150855;D;D;D
50379712;D;D;D
50107650;B2;B1;B1
50111217;D;D;D
50099001;C2;C1;C2
50026856;C2;B2;C1
50062572;C1;B2;C2
50235303;D;D;D
50222384;D;D;D
50737007;D;D;D
50077179;D;D;D
50593455;D;D;D
50945114;D;D;D
50672673;D;D;D
50413759;D;D;D
50387030;D;D;D
50099614;C2;C1;C2
50085592;C1;B2;B2
50107708;D;D;D
50728814;D;D;D
50969048;D;D;D
50353314;D;D;D
50389289;D;D;D
50584243;D;D;D
50329391;D;D;D
50631500;D;D;D
50114368;D;D;D
50028041;D;C2;D
50210688;D;D;D
50087322;D;D;D
50215280;D;D;D
50075590;D;D;D
50082394;D;D;D
50089855;D;D;D
50058054;D;D;D
50073890;D;D;D
50104913;D;C2;D
50104047;C1;B2;B2
50105650;D;D;D
50883461;D;D;D
50182595;D;D;D
50810308;D;D;D
50405616;D;D;D
50121596;D;D;D
50042477;C2;C1;D
50907034;D;D;D
50011272;B1;B1;B1
50458620;D;D;D
50182005;D;D;D
50043840;C2;C2;C2
50068819;D;D;D
50401785;D;D;D
50039608;D;D;D
50504088;D;D;D
50418858;D;D;D
50114369;D;D;D
50096366;D;D;D
50936190;D;D;D
50107707;D;D;D
50627058;D;D;D
50085194;C2;C1;D
50114749;D;D;D
50805681;D;D;D
50089853;D;D;D
50053642;D;D;D
50063393;D;D;D
50522418;D;D;D
50031466;D;D;D
50041989;C1;C1;C1
50815830;D;D;D
50235443;D;D;D
50072523;D;D;D
50398415;D;D;D
50085131;B2;B1;C1
50850903;D;D;D
50406213;D;D;D
50108372;D;D;D
50373242;D;D;D
50605755;D;D;D
50101593;C2;C2;D
50089856;D;D;D
50834908;D;D;D
50057565;D;D;D
50506129;D;D;D
50739085;D;D;D
50561227;C2;C2;C2
50074216;C2;B2;C2
50766732;D;D;D
50101592;D;D;D
50095358;D;D;D
50073584;D;D;D
50066901;C2;C1;C2
50073089;C2;C2;C2
50000365;B2;B2;B2
50040940;D;D;D
50798863;D;D;D
50688057;D;D;D
50065929;D;D;D
50016240;B1;B2;C1
50012548;C1;C1;C1
50109324;D;D;D
50030736;D;D;D
50074979;D;D;D
50089448;C1;B2;C2
50090043;B2;A;B2
50698516;D;D;D
50054939;C1;B2;C2
50508164;D;D;D
50090412;D;D;D
50095841;D;D;D
50096005;D;D;D
50095842;D;D;D
50014549;C2;C2;C2
50142712;D;D;D
50396404;D;D;D
50073624;D;D;D
50204513;D;D;D
50700189;D;D;D
50105503;D;D;D
50796348;D;D;D
50065265;B2;B2;C1
50779486;D;D;D
50852590;D;D;D
50027744;C2;C2;C2
50642480;D;D;D
50060793;B1;B1;C1
50084741;D;D;D
50481460;D;D;D
50286404;D;D;D
50005014;D;D;D
50114758;D;D;D
50088763;D;D;D
50114263;B2;C1;B2
50005508;D;D;D
50803360;D;D;D
50095029;D;D;D
50112545;D;D;D
50020637;C2;C2;C2
50085055;C1;C1;D
50988875;D;C2;D
50044264;D;D;D
50105750;C2;C1;C1
50678663;D;D;D
50356623;D;D;D
50204181;D;D;D
50632221;D;D;D
50434667;D;D;D
50689339;D;D;D
50064417;C2;C2;C2
50901508;D;D;D
50353608;D;D;D
50999184;D;D;D
50790129;D;D;D
50114764;D;D;D
50458698;D;D;D
50011802;D;D;D
50014826;C1;C1;C1
50294806;D;D;D
50776274;C2;C2;C2
50080408;D;D;D
50007959;D;D;D
50007961;C1;C1;C1
30042457;B2;B2;C2
50075424;B2;B2;C1
50627430;D;D;D
50052158;C1;B2;C2
50106083;D;D;D
50375172;D;D;D
50537857;D;D;D
50330756;D;D;D
50075423;D;D;D
50029284;C2;B2;C2
50723758;D;D;D
50107126;D;D;D
50429639;D;D;D
50053351;C2;C2;D
50057513;D;D;D
50047935;B2;B2;C2
50858823;D;D;D
50070363;D;D;D
50007958;C2;C2;C2
50789252;D;D;D
50283057;D;D;D
50109322;D;D;D
50109331;C2;C2;D
50465813;D;D;D
50040945;D;D;D
50100231;A;A;B1
50090246;C1;B1;C1
50042334;C2;C2;D
50561189;D;D;D
50041916;D;D;D
50112889;D;D;D
50828940;D;D;D
50079541;B1;B1;C1
50063311;C2;C2;D
50996215;D;D;D
50412973;D;D;D
50161288;D;D;D
50645153;D;D;D
50013172;B2;B1;C1
50040948;D;D;D
50100223;D;D;D
50044440;C1;C1;C1
50131389;D;D;D
50012544;C1;B2;C2
50198114;D;D;D
50283782;D;D;D
50185004;D;D;D
50079464;D;D;D
50108823;D;D;D
50739395;D;D;D
50070366;D;D;D
50432990;D;D;D
50058415;D;D;D
50020634;D;D;D
50079731;D;C2;D
50050541;D;D;D
50991736;D;D;D
50135007;D;D;D
50080686;D;D;D
50104803;D;D;D
50111245;D;D;D
50113847;D;D;D
50113907;B2;B1;B2
50391771;D;D;D
50967991;D;D;D
50040943;D;D;D
50052502;D;D;D
50041917;D;D;D
50352377;D;D;D
50085053;D;D;D
50954938;D;D;D
50214497;D;D;D
50070805;D;D;D
50190237;D;D;D
50429949;D;D;D
50099735;D;D;D
50973290;D;D;D
50087762;C2;C2;D
50014824;C2;C2;C2
50425420;D;D;D
50687425;D;D;D
50371843;D;D;D
50387707;D;D;D
50111226;D;D;D
50111225;D;D;D
50020977;D;C2;D
50653962;D;D;D
50793748;D;D;D
50783998;D;D;D
50608576;D;D;D
50201255;D;D;D
50530267;D;D;D
50113822;D;C1;D
50361007;D;D;D
50061137;C2;B2;C2
50664433;D;D;D
50067993;D;D;D
50006059;D;C2;D
50441531;D;D;D
50102982;D;C2;D
50209213;D;D;D
50102979;C2;C2;C2
50111568;D;D;D
50102989;C2;C2;D
50185659;D;D;D
50540076;D;D;D
50920944;D;D;D
50086028;B2;B1;B2
50175246;D;D;D
50581589;D;D;D
50232711;D;D;D
50057226;B1;B1;C1
50011538;C2;C2;C2
50278312;D;D;D
50881620;D;D;D
50895648;D;D;D
50175114;D;D;D
50115804;D;D;D
50067392;D;D;D
50044856;D;D;D
50068000;D;D;D
50079987;D;D;D
50823272;D;D;D
50731033;D;D;D
50896520;D;D;D
50099038;D;D;D
50492039;D;D;D
50047488;D;D;D
50547453;D;D;D
50094994;D;D;C2
50050689;B2;B1;C1
50800485;D;D;D
50032185;D;D;D
50034555;C2;C2;C2
50683926;D;D;D
50009832;D;D;D
50398342;D;D;D
50058859;B2;B2;C2
50384740;D;D;D
50995642;D;D;D
50070604;D;D;D
50907336;D;D;D
50111248;D;D;D
50462725;D;D;D
50066126;D;D;D
50032280;D;D;D
50050497;D;D;D
50637614;D;D;D
50424815;D;D;D
50085208;B2;B2;C1
50042022;B1;B1;C1
50408690;D;D;D
50822144;D;D;D
50338420;D;D;D
50754386;D;D;D
50603736;D;D;D
50045057;D;D;D
50068006;B2;B1;C1
50706551;D;D;D
50975234;D;D;D
50047649;C2;C1;C2
50584480;D;D;D
50330896;D;D;D
50499114;D;D;D
50067991;D;D;D
50269275;D;D;D
50534998;D;D;D
50909274;D;D;D
50059304;C1;B2;C2
50108385;C2;C2;D
50095001;C2;C2;C1
50803514;D;D;D
50724312;D;D;D
50980602;D;D;D
50083615;D;D;D
50377523;D;D;D
50095012;D;D;D
50054816;D;D;D
50115808;D;D;D
50115807;D;D;D
50044967;C2;C2;C2
50021938;D;D;D
50374591;D;D;D
50213121;D;D;D
50677101;D;D;D
50630245;D;D;D
50430920;D;D;D
50094233;D;D;D
50403214;D;D;D
50072683;D;C1;C1
50085444;C2;C2;D
50469614;D;D;D
50604589;D;D;D
50419765;D;D;D
50931385;D;D;D
50066127;D;D;D
50852868;D;D;D
50055239;B1;B1;B1
50369199;D;D;D
50727745;D;D;D
50706101;D;D;D
50326112;D;D;D
50055939;D;D;D
50070218;D;D;D
50834525;D;D;D
50370383;D;D;D
50072307;D;D;D
50133632;D;D;D
50571656;D;D;D
50780913;D;D;D
50587374;D;D;D
50732943;D;D;D
50610619;D;D;D
50065519;D;D;D
50050720;C2;C1;D
50224085;D;D;D
50379933;D;D;D
50043035;D;D;D
50444549;D;D;D
50930486;D;D;D
50866990;D;D;D
50709259;D;D;D
50645781;D;D;D
50283901;D;D;D
50714457;D;D;D
50106946;D;D;D
50533460;D;D;D
50342053;D;D;D
50828185;D;D;D
50098161;B1;B1;B2
50844741;D;D;D
50698818;D;D;D
50661728;D;D;D
50396536;D;D;D
50788442;D;D;D
50057306;B2;B1;B2
50472879;D;D;D
50102973;B2;B2;C1
50218794;D;D;D
50025644;D;C2;D
50070219;D;D;D
50710982;D;D;D
50658263;D;D;D
50958712;D;D;D
50696319;D;D;D
50803034;D;D;D
50111247;D;D;D
50059488;B1;B1;C1
50517554;D;D;D
50111252;D;D;D
50436074;D;D;D
50079986;D;D;D
50099644;C2;C2;D
50804065;D;D;D
50337076;D;D;D
50650122;D;D;D
50172395;D;D;D
50436007;D;D;D
50112866;C2;C1;D
50055007;B1;B1;B2
50791788;D;D;D
50983199;D;D;D
50079989;D;D;D
50065357;D;D;D
50028100;D;D;D
50048472;D;C2;D
50060720;D;D;D
50324055;D;D;D
50861956;D;D;D
50115809;D;D;D
50754467;D;D;D
50108395;D;D;D
50403680;D;D;D
50507788;D;D;D
50952374;D;D;D
50247190;D;D;D
50106948;D;D;D
50202103;D;D;D
50149733;D;D;D
50259075;D;D;D
50446185;D;D;D
50206184;D;D;D
50163612;D;D;D
50968513;D;D;D
50032312;D;D;D
50953281;D;D;D
50729578;D;D;D
50603426;D;D;D
50102988;D;D;D
50089178;C2;C2;C2
50678841;D;D;D
50502778;D;D;D
50085193;C1;C1;C1
50071238;B2;B1;C1
50047489;D;D;D
50050640;D;D;D
50437259;D;D;D
50603671;D;D;D
50079988;D;D;D
50477536;D;D;D
50962752;D;D;D
50007188;D;D;D
50495267;D;D;D
50108927;D;D;D
50851314;D;D;D
50102990;D;D;D
50161539;C2;C1;C2
50089090;D;D;D
50946668;D;D;D
50591282;D;D;D
50204246;D;D;D
50070346;D;D;D
50295314;D;D;D
50018724;C2;C2;C2
50111251;D;D;D
50178474;D;D;D
50075826;D;D;D
50311069;D;D;D
50062683;B2;B2;C2
50277782;D;D;D
50967312;D;D;D
50385518;D;D;D
50026089;D;C2;D
50291521;D;D;D
50115805;D;D;D
50955934;D;D;D
50000039;D;D;D
50865900;D;D;D
50855891;D;D;D
50877348;D;D;D
50102983;D;D;D
50095011;D;D;D
50502409;D;D;D
50954342;D;D;D
50699857;D;D;D
50346407;D;D;D
50594893;D;D;D
50185330;D;D;D
50066129;D;D;D
50759310;C2;C2;D
50463403;D;D;D
50085139;D;D;D
50687077;D;D;D
50090274;D;D;D
50787926;D;D;D
50084678;C2;C2;D
50067438;C2;C2;C2
50046849;C2;D;D
50054161;D;D;D
50054058;D;D;D
50784900;D;D;D
50053279;D;D;D
50065723;C2;C2;C2
50112582;D;D;D
50109400;D;D;D
50084910;D;C1;D
50051413;C1;B2;C2
50165062;D;D;D
50084680;C2;C2;D
50046106;D;D;D
50070966;C1;C1;C2
50747258;D;D;D
50093871;D;D;D
50109396;D;D;D
50067433;B2;C1;C2
50094578;D;D;D
50080514;C1;C1;C2
50604848;D;D;D
50111203;D;D;D
50002725;C2;C1;C1
50473689;D;D;D
50069440;D;C2;D
50085773;C2;C1;D
50057144;C1;B2;C1
50610406;D;D;D
50002698;D;D;D
50065724;C1;C1;C2
50092433;C2;C1;C2
50306340;D;D;D
50065721;C1;C1;C2
50075248;D;D;D
50088458;D;C2;D
50534580;D;D;D
50062381;B2;B2;C2
50002711;D;C1;C2
50106819;D;D;D
50348124;D;D;D
50721569;D;D;D
50089457;D;D;D
50260901;D;D;D
50960237;D;D;D
50458949;D;D;D
50097054;B1;B2;B2
50072197;C2;C2;C2
50162241;D;D;D
50808850;D;D;D
50801716;D;D;D
50205803;B2;C1;B2
50237489;D;D;D
50259563;D;D;D
50406868;D;D;D
50769014;D;D;D
50085479;C2;C2;C1
50747401;D;D;D
50056000;C1;C1;B2
50524143;D;D;D
50605275;D;D;D
50913298;D;D;D
50849719;D;D;D
50528556;D;D;D
50623494;D;D;D
50002738;D;D;D
50153129;D;D;D
50095072;C2;C1;C1
50067846;C1;C1;D
50965174;D;D;D
50409441;D;D;D
50104918;C2;C2;C2
50055870;C2;C2;D
50163507;D;D;D
50348027;D;D;D
50047773;C2;C2;D
50022666;C1;C1;C1
50000277;D;D;D
50086874;C2;C2;C2
50047373;D;C2;D
50092395;C2;C2;C2
50898728;D;D;D
50703757;D;D;D
50091586;C2;C2;C2
50721062;D;D;D
50608762;D;D;D
50099267;D;D;D
50831151;D;D;D
50315749;D;D;D
50050498;B2;B2;C1
50043697;B2;B2;B2
50938266;D;D;D
50615696;D;D;D
50519956;D;D;D
50374737;D;D;D
50183133;D;D;D
50101010;C2;C2;C2
50045992;C2;C2;C2
50280589;D;D;D
50273485;D;D;D
50028422;C1;B1;C1
50792628;D;D;D
50106820;D;C2;C2
50713493;D;D;D
50129031;D;D;D
50751603;D;D;D
50146300;D;D;D
50652028;D;D;D
50915525;D;D;D
50058146;D;D;D
50032693;D;C2;D
50105147;C2;C2;C2
50283669;D;D;D
50520407;D;D;D
50026396;D;D;D
50096848;C2;C2;C2
50057079;C1;C2;C2
50028567;D;D;D
50100900;D;D;D
50627627;D;D;D
50265113;D;D;D
50547577;D;D;D
50090359;B2;B2;C2
50470981;C2;D;C2
50096373;D;D;D
50046838;C2;C1;D
50046839;D;C2;D
50214284;D;D;D
50581643;D;D;D
50584014;D;D;D
50334506;C2;C2;C2
50837184;D;D;D
50861972;D;D;D
50164503;D;D;D
50483927;D;D;D
50907131;D;D;D
50069074;C2;C1;D
50796453;D;D;D
50638394;D;D;D
50027956;C2;C1;D
50146823;D;D;D
50335405;D;D;D
50099264;C2;C2;D
50265512;D;D;D
50752057;B2;B1;C1
50007785;D;D;D
50085478;C1;C1;C2
50378546;B2;C1;C2
50957546;D;D;D
50334360;D;D;D
50206362;D;D;D
50162489;D;D;D
50221175;D;D;D
50067368;D;D;D
50564242;D;D;D
50959980;D;D;D
50487531;D;D;D
50642901;D;D;D
50246259;D;D;D
50717138;D;D;D
50293109;D;D;D
50717405;D;D;D
50268570;D;D;D
50384678;D;D;D
50101064;C2;C2;C2
50558854;D;D;D
50829025;D;D;D
50062914;C2;D;D
50104815;B1;B2;C1
50321943;D;D;D
50374168;D;D;D
50580760;D;D;D
50086307;D;D;D
50675494;D;D;D
50068783;C2;C1;C2
50920685;D;D;D
50041229;B1;C1;C1
50105152;D;D;D
50934902;D;D;D
50082114;D;D;D
50086607;D;D;C2
50018241;C1;B2;C2
50662694;D;D;D
50451057;D;D;D
50275771;D;D;D
50055741;D;D;D
50674706;D;D;D
50831682;D;D;D
50289799;C2;C2;C2
50502379;D;D;D
50400398;D;D;D
50378155;D;D;D
50082039;C2;C2;C2
50094897;D;C2;D
50597825;D;D;D
50717456;D;D;D
50706624;D;D;D
50114771;D;D;D
50097522;D;D;D
50725815;D;D;D
50099705;D;D;D
50061849;D;D;D
50054649;C1;B2;C1
50220012;D;D;D
50074094;D;D;D
50097523;D;C1;D
50298313;D;D;D
50299115;D;D;D
50964100;D;D;D
50781367;D;D;D
50551507;D;D;D
50259660;D;C2;C1
50660837;D;D;D
50056590;C2;C2;C2
50214225;D;D;D
50585266;C2;C2;C2
50598481;D;D;D
50065465;D;D;D
50110361;D;D;D
50110362;D;D;D
50180983;D;D;D
50935623;D;D;C2
50007157;D;D;D
50651838;D;D;D
50115291;D;D;D
50103572;D;D;D
50099117;D;D;D
50005098;C2;C2;C2
50351532;D;C2;C2
50448609;D;D;D
50391003;D;D;D
50461303;D;D;D
50048458;D;D;D
50040185;D;D;C2
50107652;C2;C1;D
50095006;C2;C2;C1
50007760;D;D;D
50095568;D;D;D
50989960;D;D;D
50036339;D;D;D
50117491;D;D;D
50097125;C1;B2;C2
50443860;D;D;D
50292730;D;D;D
50019780;C2;C2;C2
50091192;D;D;D
50079728;C2;C2;C2
50200380;D;D;D
50108684;D;D;D
50622862;D;D;D
50105752;D;D;D
50088157;D;D;D
50053450;C2;C2;D
50053449;C2;D;D
50023242;D;D;D
50063104;D;D;D
50013620;D;D;D
50056834;D;D;D
50111710;D;D;D
50137867;D;D;D
50076918;C2;C2;C2
50505181;D;D;D
50110365;C2;C2;D
50091194;D;D;D
50111645;D;D;D
50115283;D;D;D
50115282;D;D;D
50064768;D;C2;D
50262491;D;D;D
50105753;D;D;D
50520490;D;D;D
50044075;D;D;C2
50062952;C2;C2;C2
50629611;D;D;D
50792369;D;D;D
50077240;D;C2;D
50070612;D;C2;C2
50007754;C2;C2;D
50090018;D;C2;D
50111647;D;D;D
50029732;D;D;D
50007602;C2;C2;C2
50095794;D;D;D
50111067;C1;C1;C1
50344749;D;D;D
50032803;C1;C1;C2
50096600;D;D;D
50317032;D;D;D
50598422;C2;C2;C2
50900250;D;D;D
50204971;D;D;D
50893750;D;D;D
50193414;D;D;D
50991809;D;D;D
50770233;D;D;D
50100911;D;D;D
50056602;C2;C2;C2
50984918;D;D;D
50246895;D;D;D
50189778;D;D;D
50050794;D;D;D
50056426;D;C2;D
50920960;D;D;D
50218654;D;D;D
50827200;D;D;D
50786121;D;D;D
50295888;D;D;D
50063192;C2;C2;D
50907018;D;D;D
50844253;D;D;D
50288717;D;D;D
50333496;D;D;D
50098520;D;D;D
50083823;C2;C1;C2
50094924;B2;B2;C2
50338587;D;D;D
50077177;C2;C2;C2
50062740;D;D;D
50027709;C2;C2;D
50045969;C2;B2;B2
50096457;B1;B1;B1
50103955;B2;B2;C2
50309447;D;D;D
50060221;C2;D;D
50608878;C2;D;D
50080108;C1;C1;C2
50069038;C1;C1;D
50049171;C1;C1;C1
50082523;C2;C2;D
50098312;B2;C1;C2
50182544;D;D;D
50778773;D;D;D
50174991;D;D;D
50100676;C1;C1;C2
50068031;D;D;D
50090373;D;C2;D
50094485;C2;C2;D
50076042;D;D;D
50083852;D;D;D
50559664;D;D;D
50576844;D;D;D
50748149;D;D;D
50700626;D;D;D
50111577;D;D;D
50102722;D;D;D
50031356;C2;C2;C2
50027559;C2;C2;D
50387871;D;D;D
50113622;D;D;D
50069952;C1;C1;C1
50115815;D;D;D
50047581;C1;C1;D
50086345;C2;C2;D
50156861;D;D;D
50439030;D;D;D
50015368;C1;B2;C2
50092137;D;D;D
50156713;D;D;D
50265040;D;D;D
50983849;D;D;D
50494988;D;D;D
50055140;C2;C2;D
50094702;D;D;D
50126725;D;D;D
50078831;D;D;D
50073572;B1;B1;C1
50009783;D;D;D
50799606;D;D;D
50766384;D;D;D
50063007;C2;C2;C2
50764160;D;D;D
50113402;D;D;D
50037095;B2;B2;B2
50074104;B2;C1;C2
50355112;D;D;D
50101624;D;C2;D
50057313;C2;B2;C2
50035893;D;D;D
50499793;D;D;D
50426281;D;D;D
50795023;D;D;D
50938479;D;D;D
50113148;D;D;D
50113396;D;D;D
50061896;B2;A;A
50400967;D;D;D
50033372;D;C1;D
50964143;D;C2;C2
50111581;D;D;D
50947303;D;D;D
50096458;C1;C1;B2
50728733;D;D;D
50076525;D;D;D
50355732;D;D;D
50081730;C1;B2;C2
50115818;D;D;D
50110991;D;D;D
50057708;C2;C2;D
50099437;D;D;D
50490796;D;D;D
50219871;D;D;D
50360221;D;D;D
50109302;D;D;D
50035657;D;C2;C2
50009784;D;D;D
50115955;D;D;D
50043615;C2;C2;C2
50018202;D;D;D
50476211;D;D;D
50770616;D;D;D
50111682;D;D;D
50899244;D;D;D
50096820;C1;B2;C2
50049170;D;C2;D
50059498;D;D;D
50107308;D;D;D
50170929;D;D;D
50798928;D;D;D
50094118;D;D;D
50027560;D;C2;C2
50113149;D;D;D
50006216;D;D;D
50091041;D;D;D
50716700;D;D;D
50169807;D;D;D
50188046;D;D;D
50889354;C2;C2;D
50066967;D;D;D
50518844;D;D;D
50870424;D;D;D
50634305;D;D;D
50687468;D;D;D
50091501;D;D;D
50736930;D;D;D
50105160;D;C2;D
50663763;D;D;D
50478214;D;D;D
50283502;D;D;D
50100585;D;D;D
50105583;D;D;D
50108959;B2;B2;C2
50115303;C2;B2;C1
50108960;C1;B2;C2
50966243;D;D;D
50099632;D;D;D
50720422;D;D;D
50514229;D;D;D
50115957;D;D;D
50271709;D;D;D
50187430;D;D;D
50926268;C1;C2;C2
50302558;D;D;D
50889885;D;D;D
50666584;D;D;D
50191810;D;D;D
50028403;C2;C2;C2
50675044;D;D;D
50115829;D;D;D
50193392;D;D;D
50993402;D;D;D
50046072;C2;C2;C2
50023573;C2;C2;C2
50106630;D;D;D
50838423;D;D;D
50062510;C2;B2;C2
50115958;D;D;D
50047634;B2;B2;C2
50047635;C2;C2;D
50043764;D;C1;D
50043762;C2;C2;D
50820982;D;D;D
50056907;D;D;D
50769626;D;D;D
50765973;D;D;D
50019039;C2;C2;C2
50052824;C2;C1;C2
50415840;D;D;D
50425080;D;D;D
50113405;D;D;D
50580620;D;D;D
50968610;D;D;D
50192264;D;D;D
50276425;D;D;D
50098656;D;D;D
50957287;D;D;D
50066972;D;D;D
50293834;D;D;D
50809865;D;D;D
50093948;D;D;D
