player_playerId,team_teamName,club_clubName
50630415,"4GHENT BC","4GHENT 1D"
50102716,"4GHENT BC","4GHENT 1D"
50063844,"4GHENT BC","4GHENT 1D"
50085131,"4GHENT BC","4GHENT 1D"
50030318,"BARLOKE","Barloke 1G"
50077357,"BARLOKE","Barloke 1G"
50110096,"BARLOKE","Barloke 1G"
50072727,"BARLOKE","Barloke 1G"
50070533,"DE VOSKES BC","BC De Voskes 1G"
50112855,"DE VOSKES BC","BC De Voskes 1G"
50091985,"DE VOSKES BC","BC De Voskes 1G"
50088566,"DE VOSKES BC","BC De Voskes 1G"
50064774,"OOSTROZEBEKE BC","BC Oostrozebeke 1D"
50096729,"OOSTROZEBEKE BC","BC Oostrozebeke 1D"
50105733,"OOSTROZEBEKE BC","BC Oostrozebeke 1D"
50075106,"OOSTROZEBEKE BC","BC Oostrozebeke 1D"
50066186,"OOSTROZEBEKE BC","BC Oostrozebeke 1G"
50070602,"OOSTROZEBEKE BC","BC Oostrozebeke 1G"
50064774,"OOSTROZEBEKE BC","BC Oostrozebeke 1G"
50096729,"OOSTROZEBEKE BC","BC Oostrozebeke 1G"
50066186,"OOSTROZEBEKE BC","BC Oostrozebeke 1H"
50095242,"OOSTROZEBEKE BC","BC Oostrozebeke 1H"
50105472,"OOSTROZEBEKE BC","BC Oostrozebeke 1H"
50070602,"OOSTROZEBEKE BC","BC Oostrozebeke 1H"
50033870,"Badmintonclub 't Beerke","Beerke 1D"
50058602,"Badmintonclub 't Beerke","Beerke 1D"
50095390,"Badmintonclub 't Beerke","Beerke 1D"
50090928,"Badmintonclub 't Beerke","Beerke 1D"
50090043,"BEVEREN BC","Beveren 1G"
50079541,"BEVEREN BC","Beveren 1G"
50099659,"BEVEREN BC","Beveren 1G"
50114263,"BEVEREN BC","Beveren 1G"
50090043,"BEVEREN BC","Beveren 1H"
50090246,"BEVEREN BC","Beveren 1H"
50079541,"BEVEREN BC","Beveren 1H"
50113907,"BEVEREN BC","Beveren 1H"
50108431,"BLAUWPUT OMNISPORT VZW","Blauwput 1D"
50111410,"BLAUWPUT OMNISPORT VZW","Blauwput 1D"
50945297,"BLAUWPUT OMNISPORT VZW","Blauwput 1D"
50062109,"BLAUWPUT OMNISPORT VZW","Blauwput 1D"
50008498,"BRASSCHAATSE BADMINTON CLUB","Brasschaat 1D"
