Lidnummer;Klassement enkel;Klassement dubbel;Klassement gemengd
50098389;D;D;D
50484915;D;D;D
50097071;D;D;D
50040097;D;D;D
50109853;D;C2;D
50109854;D;D;D
50071006;D;D;D
50075018;D;D;D
50004887;D;C2;C2
50052990;D;D;D
50101497;C2;C2;D
50035126;D;C2;D
50106432;D;D;D
50056210;D;D;D
50100139;D;D;D
50106989;D;D;D
50099810;D;D;D
50058550;D;D;D
50607812;D;D;D
50099618;D;D;D
50065526;D;D;D
50035582;C1;C1;C1
50090137;D;D;D
50064526;D;D;D
50110257;D;D;D
50816195;D;D;D
50077783;D;D;D
50103375;D;D;D
50615084;D;D;D
50062609;C2;C2;C2
50555707;D;D;D
50948539;D;D;D
50103196;D;C2;D
50637746;D;D;D
50099756;D;D;D
50578367;D;D;D
50438751;D;D;D
50099753;C2;D;D
50097074;B1;B1;B2
50072265;C2;C2;C2
50102346;D;D;D
50103376;D;D;D
50110259;D;D;D
50050585;D;D;D
50864963;D;D;D
50201484;D;D;D
50042625;B2;B2;B2
50100816;D;D;D
50009215;D;D;D
50080284;C2;C2;C2
50979205;D;D;D
50071159;D;D;D
50530518;D;D;D
50053982;C2;C2;C2
50839969;D;D;D
50408933;D;D;D
50629220;D;D;D
50921444;D;D;D
50388622;D;D;D
50362615;D;D;D
50110267;C2;D;D
50100249;D;D;D
50109833;D;D;D
50430831;D;D;D
50109320;C2;C2;D
50115135;D;D;D
50645374;D;D;D
50087221;D;D;D
50024168;B2;B2;C1
50154508;D;D;D
50075959;C2;C2;C2
50101520;C2;C2;C2
50061080;C1;C1;C2
50109652;D;D;D
50067004;C2;C2;D
50951122;D;D;D
50443917;D;D;D
50175742;D;D;D
50726439;D;D;D
50042116;B2;C1;C1
50103721;B1;B1;B2
50933701;D;D;D
50793276;D;D;D
50321056;D;D;D
50108165;D;D;D
50084451;D;D;D
50094954;D;C2;D
50090111;D;D;D
50082700;D;D;D
50063544;C2;C2;D
50108167;C2;C2;C2
50104341;B2;B2;C1
50109459;D;D;D
50105617;D;D;D
50916459;D;D;D
50065227;D;D;D
50060755;D;D;D
50109284;D;D;D
50645390;D;D;D
50088073;D;D;D
50383515;D;D;D
50111633;C2;C2;D
50109285;D;D;D
50650343;D;D;D
50114468;C2;C2;C2
50109286;D;D;D
50109460;D;D;D
50115534;C1;B2;C1
50789325;D;D;D
50109461;D;D;D
50661078;D;D;D
50502115;D;D;D
50537148;D;D;D
50602594;D;D;D
50082574;D;D;D
50109842;C2;C2;D
50449486;D;D;D
50419641;D;D;D
50115040;D;D;D
50009553;C1;C1;C2
50967770;D;D;D
50116116;C2;C2;C2
50024132;C2;C2;C2
50083241;D;D;D
50400657;D;D;D
50953591;D;D;D
50503065;D;D;D
50791761;D;D;D
50920820;D;D;D
50579673;D;D;D
50793977;D;D;D
50060136;C2;C1;C2
50109834;D;D;D
50109287;D;D;D
50038468;D;D;D
50384368;D;D;D
50656244;D;D;D
50109463;D;D;D
50897535;D;D;D
50031083;C2;C2;C2
50107202;C2;C2;C2
50109835;D;D;D
50066038;C1;C1;C1
50623222;D;D;D
50112340;D;D;D
50046666;D;D;D
50648462;D;D;D
50716107;D;D;D
50109836;D;C2;D
50791826;D;D;D
50618725;D;D;D
50800914;D;D;D
50100259;D;D;D
50082709;C2;C2;C2
50098159;D;D;D
50869140;D;D;D
50840835;D;D;D
50061746;D;D;D
50493620;D;D;D
50374672;D;D;D
50105314;C2;C2;D
50049893;D;D;D
50009513;D;D;D
50087214;D;D;D
50028097;D;D;D
50098841;D;D;D
50885863;D;D;D
50182730;D;D;D
50012665;C2;C2;C2
50088489;C2;C1;C1
50317350;D;D;D
50786512;D;D;D
50747649;D;D;D
50625616;D;D;D
50388797;D;D;D
50081662;C2;C1;C2
50109905;D;D;D
50098158;D;D;D
50114472;D;D;D
50069485;B2;B2;C1
50105315;D;D;D
50369865;D;D;D
50109290;D;D;D
50109291;D;D;D
50105316;D;D;D
50857878;D;D;D
50138502;D;D;D
50954644;D;D;D
50763490;D;D;D
50649140;D;D;D
50057680;C2;C1;C2
50136143;D;D;D
50363484;D;D;D
50915193;D;D;D
50684876;D;D;D
50730681;D;D;D
50333062;D;D;D
50911406;D;D;D
50115137;D;D;D
50000298;C2;C2;C2
50057927;C2;C1;C1
50587137;D;D;D
50758519;D;D;D
50759418;D;D;D
50047846;D;D;D
50727591;D;D;D
50993682;D;D;D
50282468;D;D;D
50109465;D;D;D
50784234;D;D;D
50795775;D;D;D
50109661;D;D;D
50958828;D;D;D
50028466;C1;C1;C1
50109466;D;D;D
50564714;D;D;D
50103580;C2;D;D
50724568;D;D;D
50000301;D;D;D
50099809;D;D;D
50061212;C2;C1;C2
50053604;D;D;D
50685600;D;D;D
50062611;C2;C1;C2
50013973;D;D;D
50907050;D;D;D
50100218;D;D;D
50033091;D;D;D
50105317;D;D;C2
50929526;D;D;D
50073078;D;C2;C2
50093137;C2;C2;C2
50081668;B2;B2;B2
50089998;D;D;D
50082726;B2;B2;C1
50076793;C1;B2;C1
50100530;B2;B2;C1
50626485;D;D;D
50273000;D;D;D
50114446;D;D;D
50588966;D;D;D
50852833;D;C2;D
50056631;D;D;D
50037425;D;C2;D
50073861;D;D;D
50067906;D;C2;D
50052369;D;D;D
50035198;B2;B1;B2
50114447;D;D;D
50252496;D;D;D
50767992;D;D;D
50123505;D;D;D
50010056;D;C2;D
50036331;D;D;D
50325477;D;D;D
50025150;D;D;D
50070408;C1;C1;C2
50995111;D;D;D
50785141;D;D;D
50099169;C1;B2;C1
50082554;B2;C1;C1
50113449;D;D;D
50072283;C1;C1;B2
50454781;D;D;D
50726897;D;D;D
50019814;D;D;D
50045807;D;D;D
50014178;D;D;D
50082729;C2;C2;C2
50038025;C1;B2;C1
50034753;D;D;D
50111095;C1;B2;C1
50289497;D;D;D
50002265;C2;C2;C2
50295578;D;D;D
50167782;D;D;D
50304623;D;D;D
50759043;D;D;D
50081740;C1;C1;C2
50066907;B2;B2;B2
50027021;C2;C2;C2
50904191;D;D;D
50115044;D;D;D
50073862;D;D;D
50024136;C1;B2;C1
50050965;C1;B2;C1
50052121;D;C2;C2
50002626;C2;C1;C1
50056632;D;D;D
50412469;D;D;D
50108179;D;D;D
50210068;D;D;D
50260812;D;D;D
50036997;C2;C2;C2
50086135;D;D;D
50931776;D;D;D
50109648;D;D;D
50874233;D;D;D
50116109;C2;C2;D
50968505;D;D;D
50114007;D;D;D
50111099;D;D;D
50105095;C2;C2;D
50458027;D;D;D
50107286;D;D;D
50845004;D;D;D
50084951;D;D;D
50243195;D;D;D
50085440;D;D;D
50085443;D;D;D
50085442;D;D;D
50084930;D;D;D
50084914;D;D;D
50695673;D;D;D
50522205;D;D;D
50181572;D;D;D
50723413;D;D;D
50639404;D;D;D
50824325;D;D;D
50104890;D;D;D
50408291;D;D;D
50084929;D;D;D
50520288;D;D;D
50084933;D;D;D
50629603;D;D;D
50539787;D;D;D
50084963;D;D;D
50109314;D;D;D
50299786;D;D;D
50100377;D;D;D
50084952;D;D;D
50373382;D;D;D
50052088;C2;C2;D
50604260;D;D;D
50257862;D;D;D
50059151;D;D;D
50508458;D;D;D
50642162;D;D;D
50502239;D;D;D
50085099;D;D;D
50701991;D;D;D
50114402;D;D;D
50084962;D;D;D
50109977;C2;D;D
50731599;C2;D;D
50084945;D;D;D
50672614;D;D;D
50050351;D;D;D
50297392;D;D;D
50602349;D;D;D
50478699;D;D;D
50355015;D;D;D
50528637;D;D;D
50050352;D;D;D
50695665;D;D;D
50059153;D;D;D
50360841;D;D;D
50622609;D;D;D
50624393;D;D;D
50380877;D;D;D
50104891;D;D;D
50099822;D;D;D
50449540;D;D;D
50857258;D;D;D
50855840;D;D;D
50233378;D;D;D
50259954;D;D;D
50232428;D;D;D
50642758;D;D;D
50815008;D;D;D
50810057;D;D;D
50350935;D;D;D
50084955;D;D;D
50084954;D;D;D
50996711;D;D;D
50812106;D;D;D
50084946;D;D;D
50109053;D;D;D
50995596;D;D;D
50080423;D;D;D
50084947;D;D;D
50084961;D;D;D
50871188;D;D;D
50283464;D;D;D
50107759;D;D;D
50015114;D;D;D
50452762;D;D;D
50665650;D;D;D
50084958;D;D;D
50848178;D;D;D
50408607;D;D;D
50526596;D;D;D
50059343;D;D;D
50068167;D;D;D
50614347;D;D;D
50283030;D;D;D
50068402;D;D;D
50061807;D;D;D
50351133;D;D;D
50964623;D;D;D
50598732;D;D;D
50048216;D;C2;D
50031667;D;D;D
50020909;D;D;D
50106781;D;D;D
50107462;D;D;D
50076199;D;D;D
50003207;D;D;D
50097559;D;C2;D
50070692;D;D;D
50098732;D;D;D
50580493;D;D;D
50100535;C2;C2;D
50103921;D;D;D
50102807;D;D;D
50078784;D;D;D
50855697;D;D;D
50843443;D;D;D
50459627;D;D;D
50109528;D;D;D
50265466;D;D;D
50901001;D;D;D
50059803;D;D;D
50851047;D;D;D
50938517;D;D;D
50115845;D;D;D
50634283;D;D;D
50107577;D;D;D
50003828;D;D;D
50105171;C1;C1;C2
50108800;C2;C2;D
50104740;D;D;D
50016104;C2;C2;C2
50186132;D;D;D
50578979;D;D;D
50165763;D;D;D
50094323;C2;C2;C2
50099814;D;D;D
50948806;D;D;D
50051268;D;D;D
50110616;D;D;D
50099188;C2;C1;C2
50439154;D;D;D
50113989;D;D;D
50099323;D;D;D
50112719;D;D;D
50217178;D;D;D
50097301;C2;C2;D
50764349;D;D;D
50670476;D;D;D
50715674;D;D;D
50445375;D;D;D
50429787;D;D;D
50578731;D;D;D
50578359;D;D;D
50578448;D;D;D
50199617;D;D;D
50275704;D;D;D
50185500;D;D;D
50928090;D;D;D
50094958;D;D;D
50096936;C2;C2;C2
50107583;D;D;D
50787659;D;D;D
50191640;D;D;D
50827367;D;D;D
50097562;C1;C1;C1
50109294;C1;C2;C2
50350900;D;D;D
50102801;D;D;D
50448404;D;D;D
50102296;D;D;D
50381423;D;D;D
50115141;D;D;D
50389386;D;D;D
50270737;D;D;D
50024804;C2;C2;C2
50249053;D;D;D
50364944;D;D;D
50564285;D;D;D
50477560;D;D;D
50600834;D;D;D
50032373;C1;C1;C1
50775014;D;D;D
50592750;D;D;D
50565818;D;D;D
50114141;D;D;D
50181262;D;D;D
50835912;D;D;D
50134280;D;D;D
50094324;C2;C2;D
50875817;D;D;D
50136631;D;D;D
50094771;D;D;D
50742809;D;D;D
50364103;D;D;D
50019798;C2;C1;C2
50651226;D;D;D
50102805;D;D;D
50298771;D;D;D
50387618;D;D;D
50104984;D;C2;D
50918397;D;D;D
50512714;D;D;D
50402994;D;D;D
50136003;D;D;D
50530410;D;D;D
50380109;D;D;D
50060740;D;D;D
50862243;D;D;D
50090945;C2;D;D
50094299;D;D;D
50730274;C2;D;D
50764675;D;D;D
50045042;C1;C1;C1
50777890;D;D;D
50102297;D;D;D
50340867;D;D;D
50072445;D;D;D
50177419;D;D;D
50094776;C2;C1;C2
50482610;D;D;D
50012339;D;D;D
50050558;D;D;D
50303171;D;D;D
50183931;D;D;D
50574639;D;D;D
50584049;D;D;D
50115142;D;D;D
50271865;D;D;D
50498800;D;D;D
50109295;C2;C2;C2
50109534;D;D;D
50376322;D;D;D
50585096;D;D;D
50103913;C2;C2;C2
50106382;D;D;D
50087991;C2;C1;C2
50116087;D;D;D
50785672;D;D;D
50289802;D;D;D
50106385;D;D;D
50097304;C2;C1;C2
50785648;D;D;D
50803301;D;D;D
50106388;D;D;D
50113264;D;D;D
50651129;D;D;D
50178695;D;D;D
50500546;D;D;D
50627686;D;D;D
50011271;C2;C2;C2
50094774;B1;B2;B2
50155458;D;D;D
50270516;D;D;D
50607782;D;D;D
50110618;D;D;D
50096938;D;D;D
50272748;D;D;D
50572679;D;D;D
50138413;D;D;D
50393723;D;D;D
50229877;D;D;D
50975013;D;D;D
50158287;D;D;D
50658468;D;D;D
50057693;D;C2;D
50002619;D;D;D
50815873;D;D;D
50261568;D;D;D
50405608;D;D;D
50033863;D;D;D
50055282;D;C2;D
50560352;D;D;D
50334115;D;D;D
50117564;D;D;D
50042401;C2;C1;C2
50862928;D;D;D
50099623;B2;C1;C1
50008498;C1;C1;C1
50682512;B2;B2;C1
50021700;C2;C2;C2
50017906;B2;B1;B2
50017902;C1;B2;B2
50196979;D;D;D
50104622;C2;C1;C2
50008118;C2;C2;D
50929496;D;D;D
50807862;D;D;D
50427466;D;D;D
50419544;D;D;D
50068958;C2;C2;D
50971743;D;D;D
50109248;D;D;D
50009515;D;D;D
50996894;D;D;D
50765981;D;D;D
50048176;D;D;D
50145843;D;D;D
50131052;D;D;D
50704982;D;D;D
50635344;D;D;D
50296841;D;D;D
50033870;C1;B2;C1
50485105;D;D;D
50523937;D;D;D
50753118;D;D;D
50168908;D;D;D
50632841;D;D;D
50861867;D;D;D
50262920;D;D;D
50019468;C2;C2;C2
50805614;D;D;D
50522132;D;D;D
50057340;D;D;D
50094828;C2;C2;D
50489798;D;D;D
50299336;D;D;D
50058602;B2;B2;B2
50038572;D;D;D
50374109;D;D;D
50057329;D;D;D
50068960;D;D;D
50230093;D;D;D
50031020;D;D;D
50909126;D;D;D
50795066;D;D;D
50492365;D;D;D
50455052;D;D;D
50050484;D;C2;D
50576836;D;D;D
50070922;C1;C1;C1
50070923;C2;C1;C1
50063413;C2;C2;C2
50633805;D;D;D
50243861;D;D;D
50057336;D;D;D
50054770;C2;C2;D
50917188;D;D;D
50338374;D;D;D
50076195;D;D;D
50241710;D;D;D
50584596;D;D;D
50260162;D;D;D
50316036;D;D;D
50563874;D;D;D
50871552;D;D;D
50221051;C1;C2;C2
50833324;D;D;D
50963031;D;D;D
50072512;B2;C1;C1
50066385;C1;C2;C1
50018688;D;D;D
50507737;D;D;D
50747711;D;D;D
50809601;D;D;D
50595148;D;D;D
50770527;D;D;D
50008733;D;D;D
50462245;D;D;D
50881906;D;D;D
50595814;D;D;D
50057337;D;C2;C2
50263994;D;D;D
50258419;D;D;D
50772899;D;D;D
50493140;D;D;D
50820478;D;D;D
50025054;D;D;D
50071795;D;D;D
50316494;D;D;D
50995316;D;D;D
50585495;D;D;D
50095390;B2;C1;C1
50095389;C1;C2;C2
50090928;C2;C2;C2
50048794;D;D;D
50497421;D;D;D
50211919;D;D;D
50430130;D;D;D
50040436;C2;C1;C2
50257498;D;D;D
50926829;D;D;D
50017463;C2;C2;C2
50726110;D;D;D
50706659;D;D;D
50197568;D;D;D
50099559;C1;C1;C2
50797972;D;C2;D
50033589;C2;C2;D
50057341;C2;C2;D
50104624;C2;C1;C2
50003359;C1;B2;B2
50098834;B2;B1;B1
50864955;D;D;D
50270834;D;D;D
50063840;D;D;D
50140981;C2;C2;D
50041581;C2;D;D
50503936;D;D;D
50080984;D;D;D
50163175;D;D;D
50504223;D;D;D
50459155;D;D;D
50472968;D;D;D
50048795;C2;C2;C2
50048456;C2;C1;C2
50038654;B2;B2;C1
50880284;D;D;D
50968327;D;D;D
50249304;D;D;D
50892177;D;D;D
50676334;D;D;D
50836609;D;D;D
50746278;D;D;D
50602624;D;D;D
50678280;D;D;D
50519743;D;D;D
50888846;D;D;D
50619233;D;D;D
50094005;D;D;D
50941429;D;D;D
50534750;D;D;D
50139401;D;D;D
50283251;D;D;D
50099364;D;D;D
50012781;D;D;D
50010233;C2;C2;C2
50345354;D;D;D
50641190;D;D;D
50815318;D;D;D
50588907;D;D;D
50134132;D;D;D
50104666;D;D;D
50623389;D;D;D
50563483;D;D;D
50191217;D;D;D
50476289;D;D;D
50373536;D;D;D
50223844;D;D;D
50789651;D;D;D
50005472;D;D;D
50902202;D;D;D
50915665;D;D;D
50353713;D;D;D
50455877;D;D;D
50518461;D;D;D
50337750;D;D;D
50136984;D;D;D
50128809;D;D;D
50121944;D;D;D
50573292;D;D;D
50600036;D;D;D
50334069;D;D;D
50470558;D;D;D
50392484;D;D;D
50233963;D;D;D
50009702;D;D;D
50016834;D;D;D
50889990;D;D;D
50632434;D;D;D
50399322;D;D;D
50079865;D;D;D
50480561;D;D;D
50872753;D;D;D
50890980;D;D;D
50567896;D;D;D
50307363;D;D;D
50032479;D;D;D
50272594;D;D;D
50903667;D;D;D
50820230;D;D;D
50517767;D;D;D
50332120;D;D;D
50543997;D;D;D
50093998;D;D;D
50875493;D;D;D
50740105;D;D;D
50088982;D;D;D
50378198;D;D;D
50460897;D;D;D
50032095;D;D;D
50090023;D;D;D
50751646;D;D;D
50213180;D;D;D
50079874;D;D;D
50704362;D;D;D
50731297;D;D;D
50996150;D;C2;D
50337637;D;D;D
50091790;D;D;D
50054314;D;D;D
50001795;C2;C2;C2
50885693;D;D;D
50115447;D;D;D
50052184;C2;C2;C2
50114010;D;C2;D
50582119;D;D;D
50147420;D;D;D
50083326;C1;C1;C2
50196855;D;D;D
50051514;D;D;D
50878662;D;D;D
50002137;D;D;D
50028012;D;C2;D
50067643;D;D;D
50573322;D;D;D
50024364;D;D;D
50103281;C1;C1;C2
50031037;C2;C2;C2
50264869;D;D;D
50026605;D;D;D
50960466;D;D;D
50424912;D;C2;D
50715194;D;D;D
50047922;C2;C1;C2
50036010;D;D;D
50049204;D;D;D
50019072;D;D;D
50011984;D;D;D
50061210;D;D;D
50061209;D;D;D
50012724;C2;C2;C2
50019999;D;D;D
50067642;D;D;D
50031030;C1;C1;C1
50107957;D;D;D
50773968;D;D;D
50261584;D;D;D
50278746;D;D;D
50888919;D;D;D
50049416;D;D;D
50372394;D;D;D
50234293;D;D;D
50083810;D;D;D
50111420;B2;C1;C1
50059600;D;D;D
50136305;D;D;D
50103282;D;D;D
50738976;D;D;D
50098094;B2;B2;C1
50011562;D;D;D
50148273;D;D;D
50505491;D;D;D
50760963;D;D;D
50052406;D;D;D
50011525;C2;C2;C2
50630547;D;D;D
50832913;D;D;D
50024373;D;C2;C2
50106050;D;D;D
50473514;D;D;D
50430157;D;D;D
50525026;D;D;D
50113944;D;D;D
50211404;D;D;D
50106051;D;D;D
50101493;D;D;D
50051307;D;D;D
50401866;D;D;D
50548220;D;D;D
50572482;D;D;D
50655655;D;D;D
50060504;D;D;D
50519042;D;D;D
50100813;D;D;D
50495186;D;D;D
50886533;D;D;D
50340689;D;D;D
50096579;C2;C2;D
50101396;B2;B1;B2
50570714;D;D;D
50332198;D;D;D
50114525;D;D;D
50906119;D;D;D
50023788;D;D;D
50019076;B2;B2;B2
50075901;C1;C1;C1
50187643;D;D;D
50757776;D;D;D
50445022;D;D;D
50015303;D;D;D
50001803;C2;C2;C2
50841602;D;D;D
50106054;D;D;D
50020863;C2;C2;C2
50511599;D;D;D
50405837;D;D;D
50678175;D;D;D
50019077;D;D;D
50090541;C2;C1;C2
50071691;B1;B1;B2
50209051;D;D;D
50071688;B1;B1;B1
50081681;C1;C1;C1
50088511;D;D;D
50096581;D;D;D
50107960;D;D;D
50101395;D;D;D
50061329;C2;C2;D
50447513;D;D;D
50011987;C1;B2;C1
50021030;D;D;D
50762559;D;D;D
50310585;D;D;D
50107961;C1;C2;C1
50110567;D;D;D
50585649;D;D;D
50016267;D;D;D
50561359;D;D;D
50228994;D;D;D
50887815;D;D;D
50846477;D;D;D
50439685;D;D;D
50048830;D;D;D
50496867;D;D;D
50095918;D;D;D
50324594;D;D;D
50816306;D;D;D
50937391;D;D;D
50075902;D;D;D
50066831;D;D;D
50548387;D;D;D
50589075;D;D;D
50014238;C1;C1;C1
50872982;D;D;D
50030784;D;D;D
50620983;D;D;D
50262203;D;D;D
50019079;D;D;D
50110564;D;D;D
50048623;B2;B1;B2
50433202;D;D;D
50034046;B1;B1;B2
50028439;D;D;D
50039342;B2;B1;B2
50285203;D;D;D
50353551;D;D;D
50016343;D;D;D
50439138;D;D;D
50041860;C2;C2;C2
50640909;D;D;D
50084196;C1;B2;C1
50315269;D;D;D
50106545;D;D;D
50110565;C2;C2;D
50042357;D;D;D
50374559;D;D;D
50090616;C2;C2;D
50086901;D;D;D
50709852;D;D;D
50737791;D;D;D
50543253;D;D;D
50192523;D;D;D
50095543;D;C2;C2
50164317;D;D;D
50915576;D;D;D
50044750;D;D;D
50131796;D;D;D
50018594;D;D;D
50132059;D;D;D
50057100;B1;B1;B2
50693972;D;D;D
50017997;C2;C2;C2
50106059;B2;C1;B2
50019520;C2;C2;C2
50095542;D;D;D
50095125;C2;C1;C2
50095126;C2;C2;C2
50701576;D;D;D
50540513;D;D;D
50076313;C1;C1;C1
50030790;C1;C1;C1
50101400;D;D;D
50379690;D;D;D
50018000;D;D;D
50447548;D;D;D
50909355;D;D;D
50331167;D;D;D
50061330;B1;B1;B2
50044294;D;D;D
50067644;B1;B1;B2
50017747;B2;B2;B2
50113225;D;D;D
50146947;D;D;D
50037693;D;D;D
50822993;D;D;D
50071698;B2;B1;B2
50071699;C1;B2;C1
50610252;D;D;D
50948083;C2;C1;C2
50253964;C2;C2;D
50341588;D;D;D
50103872;D;D;D
50209922;D;D;D
50311697;D;D;D
50077868;D;D;D
50113226;D;D;D
50038545;D;D;D
50002256;D;D;D
50106064;C1;C2;C1
50095541;C1;C2;C2
50443437;D;D;D
50092932;D;D;D
50113227;D;D;D
50779931;D;D;D
50622536;D;D;D
50021271;D;D;D
50829300;D;D;D
50749617;D;D;D
50084197;D;D;D
50412450;D;D;D
50801988;D;D;D
50067645;C2;C2;D
50086905;C2;C2;D
50715607;D;D;D
50030782;C2;C2;C2
50162233;D;D;D
50224727;D;D;D
50453211;D;D;D
50578480;C2;C2;D
50173367;D;D;D
50068907;D;C2;D
50373692;D;D;D
50066392;D;C2;D
50065829;C2;C2;C2
50001329;D;D;D
50110306;C1;C1;C2
50913182;D;D;D
50106747;D;D;D
50629859;C1;C2;C2
50421409;D;D;D
50181653;D;D;D
50277138;D;D;D
50894161;D;D;D
50117904;D;D;D
50287680;D;D;D
50162616;C1;C1;C2
50040660;D;D;D
50580558;D;D;D
50480529;D;D;D
50106740;D;D;D
50068908;D;C2;D
50102542;D;D;D
50986538;D;D;D
50840339;D;D;D
50838393;D;D;D
50064360;C1;B2;C1
50226932;D;D;D
50711563;D;D;D
50079249;D;D;D
50079243;D;D;D
50657682;D;D;D
50156063;D;D;D
50107864;D;D;D
50430025;D;D;D
50184024;D;D;D
50084347;D;D;D
50427687;D;D;D
50796186;D;D;D
50820664;D;D;D
50014642;D;D;D
50019213;C1;C1;C1
50626396;D;D;D
50929224;D;D;D
50750933;D;D;D
50132172;D;D;D
50861492;D;D;D
50350579;D;D;D
50073676;C1;B2;B2
50077852;B2;B2;B2
50142828;D;D;D
50097531;D;D;D
50083962;D;D;D
50928511;D;D;D
50864904;D;D;D
50012218;C2;C2;C2
50100751;D;D;D
50123858;D;D;D
50103761;D;D;D
50064355;C2;C2;C2
50056824;C2;C2;C2
50105837;D;D;D
50846930;D;D;D
50212869;D;D;D
50167464;D;D;D
50516434;C2;C2;D
50109121;D;D;D
50362321;D;D;D
50207687;D;D;D
50473107;D;D;D
50073678;C2;C2;C2
50880802;D;D;D
50437224;D;D;D
50737910;D;D;D
50829904;D;D;D
50541277;D;D;D
50083080;C1;B2;C1
50087046;D;C2;D
50160567;D;D;D
50106746;D;D;D
50106739;D;D;D
50392085;C2;D;D
50614460;D;D;D
50046616;C1;C1;C2
50590952;D;D;D
50704893;D;D;D
50015036;C2;C2;C2
50097185;C2;C2;D
50062300;C2;C1;C2
50049648;C1;C1;C2
50481657;D;D;D
50068901;C1;B2;C1
50106744;D;D;D
50942077;D;D;D
50650211;D;D;D
50800701;D;D;D
50064338;D;D;D
50061644;C1;C1;C1
50863371;D;D;D
50104318;D;D;D
50094376;C2;C1;C2
50105835;D;D;D
50957007;D;D;D
50638416;D;D;D
50655566;D;D;D
50598635;D;D;D
50819720;D;D;D
50444468;D;D;D
50057615;C1;C1;C1
50010209;C2;C2;C2
50874063;D;D;D
50115165;C2;C2;D
50107868;D;D;D
50208608;D;D;D
50238914;D;D;D
50378627;D;D;D
50845225;D;D;D
50766953;D;D;D
50043979;D;D;D
50043978;B2;B2;C1
50850164;D;D;D
50216902;D;D;D
50069826;D;D;D
50061646;C2;C2;C2
50300652;D;D;D
50814761;D;D;D
50079261;C2;C2;C2
50038199;C2;C1;C1
50126717;D;D;D
50467891;D;D;D
50104291;D;D;D
50100081;D;D;D
