player_playerId,team_teamName
50102716,4Ghent 1G
50074921,4Ghent 1G
50063844,4Ghent 1G
50066901,4Ghent 1G
50074921,4Ghent 1H
50099614,4Ghent 1H
50066901,4Ghent 1H
50073089,4Ghent 1H
50082389,4Ghent 2D
50765736,4Ghent 2D
50630415,4Ghent 2D
50042477,4Ghent 2D
50082389,4Ghent 2G
50081639,4Ghent 2G
50085131,4Ghent 2G
50073089,4Ghent 2G
50081639,4Ghent 2H
50071957,4Ghent 2H
50746618,4Ghent 2H
50104913,4Ghent 2H
50609696,4Ghent 3D
50067687,4Ghent 3D
50032467,4Ghent 3D
50099001,4Ghent 3D
50630415,4Ghent 3G
50099001,4Ghent 3G
50026856,4Ghent 3G
50099614,4Ghent 3G
50066094,4Ghent 3H
50525050,4Ghent 3H
50071951,4Ghent 3H
50085194,4Ghent 3H
50765736,4Ghent 4G
50071957,4Ghent 4G
50085194,4Ghent 4G
50041989,4Ghent 4G
50064767,4Ghent 4H
50082173,4Ghent 4H
50026856,4Ghent 4H
50062572,4Ghent 4H
50609696,4Ghent 5G
50086354,4Ghent 5G
50066094,4Ghent 5G
50099815,4Ghent 5G
50043178,Aalsterse 1G
50297317,Aalsterse 1G
50109960,Aalsterse 1G
50105411,Aalsterse 1G
50098653,Aalsterse 1H
50043178,Aalsterse 1H
50064247,Aalsterse 1H
50105411,Aalsterse 1H
50478672,Aalsterse 2G
50378678,Aalsterse 2G
50115644,Aalsterse 2G
50112827,Aalsterse 2G
50478672,Aalsterse 2H
50074718,Aalsterse 2H
50959352,Aalsterse 2H
50112827,Aalsterse 2H
50105410,Aalsterse 3H
50014444,Aalsterse 3H
50113825,Aalsterse 3H
50306936,Aalsterse 3H
50553984,Aalsterse 4H
50463853,Aalsterse 4H
50503103,Aalsterse 4H
50059828,Aalsterse 4H
50016240,Beveren 2G
50075424,Beveren 2G
50012544,Beveren 2G
50035579,Beveren 2G
50016240,Beveren 2H
50012544,Beveren 2H
50047935,Beveren 2H
50090246,Beveren 2H
50087762,Beveren 3H
50052158,Beveren 3H
50089448,Beveren 3H
50054939,Beveren 3H
50061319,Buggenhout 2G
50080535,Buggenhout 2G
50065123,Buggenhout 2G
50082870,Buggenhout 2G
50113960,Buggenhout 2H
50071766,Buggenhout 2H
50017352,Buggenhout 2H
50100359,Buggenhout 2H
50395785,Buggenhout 3G
50481312,Buggenhout 3G
50058208,Buggenhout 3G
50010930,Buggenhout 3G
50014951,Buggenhout 3H
50058208,Buggenhout 3H
50010930,Buggenhout 3H
50070765,Buggenhout 3H
50014951,Buggenhout 4G
50051933,Buggenhout 4G
50815563,Buggenhout 4G
50712411,Buggenhout 4G
50060296,Danlie 1H
50026196,Danlie 1H
50078262,Danlie 1H
50028812,Danlie 1H
50048560,Danlie 2H
50111386,Danlie 2H
50115202,Danlie 2H
50448994,Danlie 2H
50034255,De Mintons 1D
50047793,De Mintons 1D
50062957,De Mintons 1D
50081119,De Mintons 1D
50047802,De Mintons 2D
50095655,De Mintons 2D
50064492,De Mintons 2D
50096145,De Mintons 2D
50091754,De Mintons 2G
50034255,De Mintons 2G
50100351,De Mintons 2G
50081119,De Mintons 2G
50114546,De Mintons 3G
50078722,De Mintons 3G
50064492,De Mintons 3G
50096145,De Mintons 3G
50512498,De Mintons 3H
50078727,De Mintons 3H
50087471,De Mintons 3H
50070610,De Mintons 3H
50023460,De Mintons 4H
50077431,De Mintons 4H
50048396,De Mintons 4H
50034251,De Mintons 4H
50096147,De Mintons 5H
50382381,De Mintons 5H
50114540,De Mintons 5H
50096144,De Mintons 5H
50051646,De Mintons 6H
50015401,De Mintons 6H
50419757,De Mintons 6H
50386093,De Mintons 6H
50097545,De Wallabies 1H
50099986,De Wallabies 1H
50309870,De Wallabies 1H
50093915,De Wallabies 1H
51623706,De Wallabies 2H
50093908,De Wallabies 2H
50043699,De Wallabies 2H
50357956,De Wallabies 2H
50084132,Deinze 1D
50064587,Deinze 1D
50104591,Deinze 1D
50070640,Deinze 1D
50043987,Deinze 1G
50064587,Deinze 1G
50059139,Deinze 1G
50108645,Deinze 1G
50045765,Deinze 1H
50033851,Deinze 1H
50043987,Deinze 1H
50059139,Deinze 1H
50095998,Deinze 2G
50084132,Deinze 2G
50104591,Deinze 2G
50043713,Deinze 2G
50099692,Denderleeuw 1D
50112006,Denderleeuw 1D
50062655,Denderleeuw 1D
50096965,Denderleeuw 1D
50067133,Denderleeuw 1G
50112006,Denderleeuw 1G
50103381,Denderleeuw 1G
50096965,Denderleeuw 1G
50854798,Denderleeuw 2G
50390430,Denderleeuw 2G
50117483,Denderleeuw 2G
50096965,Denderleeuw 2G
50063179,Denderleeuw 2H
50067133,Denderleeuw 2H
50088130,Denderleeuw 2H
50117483,Denderleeuw 2H
50037115,Denderleeuw 3H
50050550,Denderleeuw 3H
50069613,Denderleeuw 3H
50107169,Denderleeuw 3H
50081200,Dendermondse 10H
50025674,Dendermondse 10H
50074549,Dendermondse 10H
50066972,Dendermondse 10H
50063192,Dendermondse 11H
50069038,Dendermondse 11H
50027559,Dendermondse 11H
50035657,Dendermondse 11H
50125451,Dendermondse 1D
50073907,Dendermondse 1D
50083929,Dendermondse 1D
50055958,Dendermondse 1D
50103955,Dendermondse 1G
50125451,Dendermondse 1G
50049627,Dendermondse 1G
50055958,Dendermondse 1G
50103955,Dendermondse 1H
50078831,Dendermondse 1H
50041626,Dendermondse 1H
50049627,Dendermondse 1H
50098312,Dendermondse 2D
50049170,Dendermondse 2D
51853833,Dendermondse 2D
50049261,Dendermondse 2D
