Lidnummer;Klassement enkel;Klassement dubbel;Klassement gemengd
30002338;D;D;D
30001764;D;D;D
50995529;D;D;D
50962973;D;D;D
50927604;D;D;D
50912070;D;D;D
50895397;D;D;D
50887335;D;D;D
50862499;D;D;D
50849050;D;D;D
50780271;D;D;D
50724347;D;D;D
50679627;D;D;D
50660861;D;D;D
50644904;D;D;D
50641085;D;D;D
50640518;D;D;D
50608797;D;D;D
50599658;D;D;D
50581848;D;D;D
50553461;D;D;D
50503871;D;D;D
50497014;D;D;D
50494740;D;D;D
50468405;D;D;D
50461680;D;D;D
50461346;D;D;D
50455486;D;D;D
50448722;D;D;D
50432559;D;D;D
50420666;D;D;D
50388991;D;D;D
50337475;D;D;D
50332929;D;D;D
50309471;D;D;D
50272055;D;D;D
50266012;D;D;D
50256475;D;D;D
50251643;D;D;D
50187856;D;D;D
50166794;D;D;D
50161911;D;D;D
50155164;D;D;D
50143247;D;D;D
50114708;D;D;D
50113712;D;D;D
50113470;D;D;D
50112618;D;D;D
50112614;D;D;D
50109251;D;D;D
50108349;C2;C1;C2
50108116;D;D;D
50106802;D;D;D
50106085;D;D;D
50106084;D;D;D
50104657;D;D;D
50104653;C1;C1;D
50104159;D;D;D
50103762;D;D;D
50103332;D;D;D
50103329;D;D;D
50103328;D;D;D
50101854;D;D;D
50100997;C1;B2;C2
50099063;C1;C1;D
50098163;D;D;D
50094165;D;D;D
50094162;D;D;D
50094160;D;D;D
50094159;D;D;D
50093713;D;D;D
50091820;D;D;D
50091812;D;D;D
50091808;D;D;D
50091806;D;D;D
50091202;D;D;D
50090477;B2;B2;C1
50089760;D;D;D
50089320;D;D;D
50089312;D;D;D
50086474;D;D;D
50084373;D;D;D
50083920;D;D;D
50082633;B1;B1;C1
50079410;D;D;D
50079035;D;D;D
50076541;D;D;D
50076531;C2;C2;C2
50070664;C2;C2;C1
50070634;D;D;D
50067033;D;D;D
50066507;D;D;D
50066506;D;D;D
50065957;D;D;D
50065954;D;D;D
50064706;D;D;D
50064705;D;D;D
50064699;D;D;D
50064697;B1;B1;B2
50064696;D;D;D
50061986;D;D;D
50057206;D;D;D
50055601;D;D;D
50055599;D;D;D
50052749;D;D;D
50051325;C2;C1;C2
50043985;D;D;D
50042535;D;D;D
50036977;D;D;D
50034041;D;D;D
50033165;C1;B2;C1
50032868;C2;C2;C2
50032753;D;D;D
50032299;D;D;D
50032298;D;D;D
50019339;B2;B2;B2
30017970;D;D;D
50996711;D;D;D
50975404;D;D;D
50917080;D;D;D
50891758;D;D;D
50855840;D;D;D
50845004;D;D;D
50812106;D;D;D
50810057;D;D;D
50790579;D;D;D
50735306;D;D;D
50731599;D;D;D
50725580;D;D;D
50717790;D;D;D
50682520;D;D;D
50643398;D;D;D
50629603;D;D;D
50528637;D;D;D
50520288;D;D;D
50466976;D;D;D
50454846;D;D;D
50449540;D;D;D
50408291;D;D;D
50350935;D;D;D
50298909;D;D;D
50296531;D;D;D
50284584;D;D;D
50283464;D;D;D
50233378;D;D;D
50214403;D;D;D
50192302;D;D;D
50185349;D;D;D
50115062;D;D;D
50114403;D;D;D
50114402;D;D;D
50114016;D;D;D
50113872;D;D;D
50112962;D;D;D
50109977;D;D;D
50109314;C2;C2;C2
50109053;D;D;D
50107759;D;D;D
50107286;D;D;D
50104891;D;D;D
50104890;D;D;D
50104512;D;D;D
50104510;D;D;D
50103412;D;D;D
50100377;D;D;D
50099822;C2;C2;D
50092806;D;D;D
50089555;C2;C2;D
50088731;C2;C2;C2
50085443;D;D;D
50085442;D;D;D
50085441;C2;C2;D
50085312;D;D;D
50085099;D;D;D
50084992;C1;C1;C1
50084963;D;D;D
50084962;D;D;D
50084961;D;D;D
50084960;D;D;D
50084958;D;D;D
50084955;D;D;D
50084954;D;D;D
50084952;D;D;D
50084951;D;D;D
50084948;D;D;D
50084947;D;D;D
50084945;D;D;D
50084943;D;D;D
50084933;D;D;D
50084930;D;C2;D
50084915;C1;C1;C1
50084913;C2;C2;D
50084801;D;D;D
50080423;D;D;D
50074733;D;D;D
50074694;C2;C2;C2
50074693;B2;B2;B2
50059343;C2;C2;C2
50059153;C2;D;D
50059151;D;D;D
50059149;C1;C2;C1
50052088;D;C2;D
50050352;D;D;D
50037337;C2;C2;C2
50015114;D;C2;D
50995235;D;D;D
50955209;D;D;D
50917439;D;D;D
50873407;D;D;D
50780883;D;D;D
50761994;D;D;D
50725149;D;D;D
50699733;D;D;D
50695797;D;D;D
50692526;D;D;D
50683977;D;D;D
50675656;D;D;D
50664646;D;D;D
50653261;D;D;D
50638599;D;D;D
50622668;D;D;D
50575120;D;D;D
50571842;D;D;D
50554298;D;D;D
50537954;D;D;D
50516272;D;D;D
50485520;D;D;D
50438247;D;D;D
50400754;D;D;D
50376063;D;D;D
50363433;D;D;D
50344277;D;D;D
50343513;D;D;D
50336126;D;D;D
50315625;D;D;D
50299867;D;D;D
50275461;D;D;D
50171143;D;D;D
50141090;D;D;D
50139665;D;D;D
50124404;D;D;D
50116178;D;D;D
50116177;D;D;D
50116175;D;D;D
50116173;D;D;D
50116172;D;D;D
50116171;D;D;D
50116170;D;D;D
50114039;D;C2;D
50108129;D;D;D
50106488;D;D;D
50106487;D;D;D
50103764;D;D;D
50097585;D;D;D
50097584;C2;C2;D
50094575;B2;B2;C1
50093155;B2;B2;C2
50092741;D;D;D
50091904;C1;C1;C1
50089713;D;D;D
50083194;C2;B2;C1
50083193;B2;B2;C1
50082941;B1;B1;B1
50080180;D;D;D
50079574;A;B1;B1
50077357;A;B1;B1
50077354;A;A;A
50073734;D;D;D
50073089;C2;C1;C2
50072727;C1;C1;B2
50071720;D;D;D
50070182;C2;C2;D
50068154;D;D;D
50068115;C1;C1;D
50064217;C1;C1;C2
50062536;D;D;D
50062533;C2;C2;C2
50061232;D;D;D
50057950;C2;C2;C2
50057712;B2;B2;C2
50056195;C2;D;D
50055975;B2;B2;B2
50044072;D;D;D
50044071;D;D;D
50043784;B1;B1;B2
50039538;D;D;D
50028578;D;D;D
50022820;C2;C2;C2
50019449;D;D;D
50017990;D;D;D
50017691;B2;B2;C2
50017233;C2;C2;C2
50000927;B2;B2;B2
50976516;D;D;D
50914790;D;D;D
50759833;D;D;D
50671839;D;D;D
50632671;D;D;D
50612808;D;D;D
50598732;D;D;D
50429701;D;D;D
50351133;D;D;D
50315072;D;D;D
50280686;D;D;D
50235184;D;D;D
50230565;D;D;D
50107462;D;D;D
50106781;D;D;D
50106780;D;D;D
50093982;D;D;D
50087725;D;D;D
50084688;D;D;C2
50084687;D;C2;D
50079480;D;D;D
50068402;D;D;D
50061807;D;D;D
50048216;C2;C2;D
50020909;C2;C2;D
50003208;D;D;D
50003207;D;D;D
50999834;D;D;D
50991817;D;D;D
50984276;D;D;D
50958631;D;D;D
50948997;D;D;D
50925229;D;D;D
50913956;D;D;D
50894080;D;D;D
50862081;D;D;D
50838954;D;D;D
50832174;D;D;D
50813099;D;D;D
50810251;D;D;D
50802992;D;D;D
50792008;D;D;D
50769928;D;D;D
50768557;D;D;D
50757636;D;D;D
50754505;D;D;D
50708023;D;D;D
50694022;D;D;D
50687190;D;D;D
50673157;D;D;D
50656775;D;D;D
50650092;D;D;D
50640860;D;D;D
50636081;D;D;D
50634844;D;D;D
50611488;D;D;D
50594842;D;D;D
50580825;D;D;D
50555081;D;D;D
50550993;D;D;D
50537989;D;D;D
50527363;D;D;D
50526421;D;D;D
50489186;D;D;D
50467336;D;D;D
50449842;D;D;D
50442023;D;D;D
50433717;D;D;D
50402412;D;D;D
50386891;D;D;D
50384317;D;D;D
50382632;D;D;D
50379178;D;D;D
50374605;D;D;D
50374567;D;D;D
50372475;D;D;D
50365681;D;D;D
50356356;D;D;D
50342908;D;D;D
50306359;D;D;D
50302493;D;D;D
50287958;D;D;D
50271202;D;D;D
50267841;D;D;D
50250418;D;D;D
50250213;D;D;D
50237888;D;D;D
50237578;D;D;D
50233556;D;D;D
50209779;D;D;D
50193015;D;D;D
50182102;D;D;D
50180843;D;D;D
50178539;D;D;D
50164856;D;D;D
50164341;D;D;D
50154184;D;D;D
50121669;D;D;D
50116660;D;D;D
50116658;D;D;D
50116405;D;D;D
50116404;D;D;D
50116306;D;D;D
50116305;D;D;D
50116090;D;D;D
50114194;D;D;D
50113934;D;D;D
50113754;D;D;D
50113752;D;D;D
50113751;D;D;D
50110895;D;D;D
50110497;D;D;D
50110496;D;D;D
50110127;D;D;D
50110126;D;D;D
50110121;D;D;D
50109185;D;D;D
50108884;D;D;D
50107736;D;D;D
50105978;D;D;D
50105825;D;D;D
50105472;C2;C2;D
50105291;D;D;D
50105289;D;D;D
50104982;D;D;D
50104822;D;D;D
50104786;D;D;D
50104785;D;D;D
50104784;D;D;D
50104782;D;D;D
50104778;D;D;D
50104776;D;D;D
50104774;D;D;D
50104770;D;D;D
50104767;D;D;D
50104762;D;D;D
50104759;D;D;D
50104758;D;D;D
50104755;D;D;D
50104754;D;D;D
50104753;D;D;D
50104750;D;D;D
50103963;D;D;D
50101673;D;D;D
50100782;D;D;D
50100781;D;D;D
50099751;D;D;D
50099750;D;D;D
50094947;D;D;D
50094862;D;D;D
50094853;D;D;D
50094844;B2;B2;C2
50094840;D;D;D
50094839;D;D;D
50094838;D;D;D
50090492;D;D;D
50083032;D;D;D
50077267;D;D;D
50014116;D;D;D
50997572;D;D;D
50996703;D;D;D
50981293;D;D;D
50974009;D;D;D
50946749;D;D;D
50939165;D;D;D
50932985;D;D;D
50913891;D;D;D
50897853;D;D;D
50887181;D;D;D
50873830;D;C2;D
50872338;D;D;D
50865765;D;D;D
50863118;D;D;D
50845187;D;D;D
50838520;D;D;D
50824058;D;D;D
50821024;D;D;D
50820907;D;D;D
50809156;D;D;D
50794957;D;D;D
50788574;D;D;D
50785842;D;D;D
50771590;D;D;D
50769022;D;D;D
50760408;D;D;D
50756443;D;D;D
50741179;D;D;D
50729772;D;D;D
50697625;D;D;D
50694677;D;D;D
50675281;D;D;D
50674633;D;D;D
50673947;D;D;D
50666258;D;D;D
50663380;D;D;D
50659804;D;D;D
50633252;D;D;D
50587188;D;D;D
50586289;D;D;D
50576496;D;D;D
50561804;D;D;D
50558498;D;D;D
50552724;D;D;D
50550004;D;D;D
50480057;D;D;D
50477129;D;D;D
50460889;D;D;D
50457586;D;D;D
50455737;D;D;D
50450441;D;D;D
50445030;D;D;D
50424963;D;D;D
50420291;D;D;D
50399446;D;D;D
50388932;D;D;D
50326228;D;D;D
50323903;D;D;D
50321021;D;D;D
50315714;C2;C2;D
50313983;D;D;D
50313215;D;D;D
50304348;D;D;D
50270451;D;D;D
50263242;D;D;D
50225626;D;D;D
50215175;D;D;D
50191330;D;D;D
50168576;D;D;D
50162926;D;D;D
50112855;C2;C2;C2
50112067;D;D;D
50112065;D;D;D
50112060;D;D;D
50108094;D;D;D
50107370;D;D;D
50107369;D;D;D
50107368;D;D;D
50107021;D;D;D
50107011;D;D;D
50107007;D;D;D
50106100;D;D;D
50104004;D;D;D
50103415;D;D;D
50103105;D;D;D
50103100;D;D;D
50103095;D;D;D
50103087;D;D;D
50103079;D;D;D
50103070;D;D;D
50102878;D;D;D
50102877;D;D;D
50102875;D;D;D
50102870;D;D;D
50102869;D;D;D
50102868;D;D;D
50102867;D;D;D
50102865;D;D;D
50102863;D;D;D
50102862;D;D;D
50102859;D;D;D
50102856;D;D;D
50102855;D;D;D
50102854;D;D;D
50102852;D;D;D
50102721;D;D;D
50097463;C2;D;C2
50094280;B1;B2;B1
50093808;B1;A;B1
50093807;A;A;A
50090760;D;D;D
50082506;D;D;D
50069004;D;D;D
50066023;D;D;D
50053681;D;D;D
50048499;C2;C2;C2
50042212;D;D;D
50026265;D;D;D
30099131;C1;C2;D
30098711;D;D;D
30098065;D;D;D
30097753;D;D;D
30096723;D;D;D
30096084;D;D;D
30094862;D;D;D
30094545;D;D;D
30093130;D;D;D
30092485;D;D;D
30092308;D;D;D
30091451;D;D;D
30090443;D;D;D
30090283;D;D;D
30090273;D;D;D
30090121;D;D;D
30089655;D;D;D
30089022;D;D;D
30088945;D;D;D
30088483;D;D;D
30088289;C2;D;D
30088145;D;D;D
30087760;D;D;D
30087406;D;D;D
30087381;D;D;D
30087060;D;D;D
30086297;D;D;D
30086116;C2;D;D
30085799;D;D;D
30085536;C2;D;D
30085534;D;D;D
30085519;D;D;D
30084806;D;D;D
30084595;D;D;D
30084546;D;D;D
30082954;D;D;D
30082437;D;D;D
30081231;D;D;D
30081135;D;D;D
30081132;D;D;D
30080641;D;D;D
30080332;D;D;D
30079483;D;D;D
30078568;D;D;D
30078192;D;D;D
30077994;D;D;D
30077759;C2;D;D
30077397;D;D;D
30076909;D;D;D
30076697;D;D;D
30076285;D;D;D
30075799;D;D;D
30075592;D;D;D
30075580;D;D;D
30075147;D;D;D
30075114;D;D;D
30075017;D;D;D
30073838;D;D;D
30073448;C1;C1;C2
30073052;D;D;D
30072961;D;D;D
30072781;D;D;D
30072651;D;D;D
30072520;D;D;D
30072247;D;D;D
30072162;D;D;D
30070396;D;D;D
30070280;D;D;D
30070177;D;D;D
30070097;C2;D;D
30069755;D;D;D
30068752;D;D;D
30067991;D;D;D
30067974;D;D;D
30067734;D;D;D
30067123;D;D;D
30066752;D;D;D
30066336;C2;D;D
30065046;D;D;D
30064209;D;D;D
30063464;D;D;D
30062662;D;D;D
30062381;D;D;D
30062378;D;D;D
30061334;D;D;D
30061057;D;D;D
30060979;D;D;D
30060356;D;D;D
30060307;D;D;D
30059432;D;D;D
30059115;D;D;D
30058619;D;D;D
30057774;D;D;D
30057377;D;D;D
30056754;D;D;D
30056531;D;D;D
30056530;D;D;D
30056347;D;D;D
30056265;B2;C1;C2
30055916;D;D;D
30054470;D;D;D
30054465;C2;C2;C2
30054463;D;D;D
30054034;C2;C2;C2
30054033;D;D;D
30053936;C2;C2;C2
30053721;D;D;D
30053511;C2;C2;C2
30053003;D;D;D
30051962;C1;C1;C2
30051961;D;D;D
30051960;C2;C2;C2
30051958;D;D;D
30051957;C2;D;D
30051956;D;D;D
30051955;D;D;D
30051953;D;D;D
30051425;C2;D;C2
30051393;D;D;D
30050281;D;D;D
30050280;B2;B2;B2
30050273;D;D;D
30049467;D;D;D
30049338;D;D;D
30049306;D;D;D
30049236;C2;C2;C1
30049183;D;C2;D
30049181;D;C1;D
30048856;B1;B1;B2
30048768;D;D;D
30048767;D;D;D
30048758;D;D;D
30048719;D;D;D
30048619;A;B1;A
30048444;C1;D;D
30048390;D;D;D
30048338;B2;B2;B1
30048274;D;D;D
30047904;C2;C2;D
30047439;C2;C2;D
30047113;D;D;D
30047060;D;D;D
30046702;D;D;D
30045867;D;D;D
30045843;C1;B2;C1
30045841;D;D;D
30045840;D;D;D
30045754;C2;C2;C2
30044570;D;D;D
30044435;C2;C2;C2
30044339;D;D;D
30043991;D;D;D
30043864;D;D;D
30043115;C2;C1;D
30043114;C2;B2;C2
30043001;B1;A;B1
30042766;D;D;D
30041782;D;D;D
30041262;C2;C2;C2
30041236;C1;B2;B1
30040673;D;D;D
30040464;D;D;D
30040423;C1;B1;C1
30040297;D;C1;D
30040263;C2;C2;C2
30040003;D;D;D
30039886;C2;C1;B2
30039784;D;D;D
30039721;C2;C2;C2
30039243;C1;C1;C1
30039099;D;D;D
30038767;B2;C1;C1
30038659;D;D;D
30037905;D;D;D
30037889;C2;C2;C2
30037048;B1;B1;B1
30036855;D;D;D
30036826;D;D;D
30036163;B1;B1;B1
30035085;D;D;D
30034934;A;A;B2
30034540;D;D;D
30034171;C2;C2;C2
30033661;B2;B1;B1
30033628;D;D;D
30032854;C1;C1;C1
30032389;B1;B1;B1
30032335;D;D;D
30031940;D;D;D
30031848;C2;D;D
30031159;D;D;D
30030919;B1;B1;B1
30030571;D;D;D
30030220;D;D;D
30030016;D;D;D
30029991;C2;D;D
30029844;B1;B2;C1
30029549;B1;A;B2
30029471;D;D;D
30028951;B2;B1;B2
30028728;A;A;B2
30028726;A;A;B2
30027930;B2;C1;C2
30027487;C2;C2;C2
30027352;C1;C2;C2
30027281;D;D;D
30026637;D;D;D
30026337;D;D;D
30026263;B1;A;B1
30026261;D;D;D
30025784;C1;C1;C1
30025068;D;D;D
30024207;D;D;D
30024082;A;B1;A
30024080;B1;B1;B1
30023957;A;B1;B2
30023228;D;D;D
30022958;D;D;D
30022951;B2;B2;B2
30022831;C2;C2;C2
30022695;B2;B2;B2
30022535;D;D;D
30022347;C2;C2;C2
30022320;C2;C2;C2
30022217;D;D;D
30022064;C2;C2;D
30021991;D;C2;D
30021277;C1;C1;C1
30019803;D;D;D
30019723;C1;C1;C1
30018450;C2;C2;C2
30012661;C2;C1;D
30012500;C2;C2;D
30009850;D;D;D
30009356;D;D;D
30009301;D;D;D
30008957;D;D;D
30008924;D;D;D
30008822;D;D;D
30008142;D;D;D
30007947;D;D;D
30007514;D;D;D
30007075;D;D;D
30006923;D;D;D
30006093;D;D;D
30005071;D;D;D
30004555;D;D;D
30003997;D;D;D
30003523;D;D;D
30003511;D;D;D
30002932;D;D;D
30002659;D;D;D
30002590;D;D;D
30001842;D;D;D
30001342;D;D;D
30000966;D;D;D
30000926;D;D;D
30000705;D;D;D
30000571;D;D;D
30000067;D;D;D
30098449;D;D;D
30098329;D;D;D
30097377;D;D;D
30096800;D;D;D
30094924;D;D;D
30093634;D;D;D
30092673;D;D;D
30090737;D;D;D
30090120;D;D;D
30089778;D;D;D
30088343;D;D;D
30086828;D;D;D
30085890;D;D;D
30085495;D;D;D
30085330;D;D;D
30084288;D;D;D
30083214;D;D;D
30082244;D;D;D
30082221;D;D;D
30081289;D;D;D
30080443;D;D;D
30080347;D;D;D
30078803;D;D;D
30078632;D;D;D
30078385;D;D;D
30077569;D;D;D
30076926;D;D;D
30076168;D;D;D
30076124;D;D;D
30075929;D;D;D
30075828;D;D;D
30074960;D;D;D
30074597;D;D;D
30074265;D;D;D
30074207;D;D;D
30072646;D;D;D
30072442;D;D;D
30072035;D;D;D
30071581;D;D;D
30071452;D;D;D
30071436;D;D;D
30071169;D;D;D
30070716;D;D;D
30069937;D;D;D
30069702;D;D;D
30069590;D;D;D
30068802;D;D;D
30068503;D;D;D
30067960;D;D;D
30067075;D;D;D
30064401;D;D;D
30063992;D;D;D
30060925;D;D;D
30057629;D;D;D
30057203;D;D;D
30056899;D;D;D
30056831;D;D;D
30056593;D;C2;D
30056585;D;D;D
30056337;D;D;D
30056336;D;D;D
30056100;D;D;D
30056099;D;D;D
30056034;D;D;C2
30055729;D;D;D
30055728;D;D;D
30055727;D;D;D
30055555;D;D;D
30055553;D;D;D
30055552;D;D;D
30055468;D;D;D
30055409;D;D;D
30055407;D;D;D
30055406;C2;C2;D
30055405;D;D;D
30054817;D;D;D
30054711;D;D;D
30054706;D;C2;D
30054703;D;D;D
30054214;D;D;D
30053963;D;D;D
30053962;D;D;D
30053960;D;D;D
30053536;C2;C2;D
30053535;C1;C1;D
30053150;D;D;D
30053149;D;D;D
30053147;D;D;D
30052287;D;C2;D
30052286;D;C2;D
30052284;D;D;D
30050777;D;D;D
30050776;D;D;D
30050775;D;D;D
30050774;D;D;D
30049172;D;D;D
30049007;D;D;D
30048896;D;D;D
30047537;D;D;D
30047480;D;D;D
30047372;D;D;D
30045655;D;C2;D
30045624;B2;B2;C1
30044651;D;C2;C2
30044646;D;D;D
30043990;D;D;D
30043738;C2;C2;C2
30042754;D;D;D
30042582;D;D;D
30042499;D;D;D
30042428;B2;B2;C2
30042427;D;C2;D
30042086;C2;C2;D
30042035;D;D;D
30041400;D;D;D
30040995;D;D;D
30040846;D;D;D
30036689;C2;C2;C2
30035735;C1;C1;C1
30034647;C2;C2;C1
30028877;B2;B2;B2
30028876;B2;C1;C1
30025491;C2;C2;C2
30023825;D;C1;C2
30021148;B2;B2;C1
30019192;C2;C1;C1
30014139;;;
30013990;D;D;D
30009781;D;D;D
30008622;D;D;D
30008188;D;D;D
30007500;D;D;D
30006244;D;D;D
30005818;D;D;D
30004193;D;D;D
30002597;D;D;D
30002369;D;D;D
30001712;D;D;D
30001566;D;D;D
30000912;D;D;D
30000890;D;D;D
30000472;D;D;D
30099200;D;D;D
30097928;D;D;D
30095996;D;D;D
30093948;D;D;D
30092482;D;D;D
30092175;D;D;D
30090622;D;D;D
30090482;D;D;D
30090202;D;D;D
30090060;D;D;D
30090046;D;D;D
30090024;D;D;D
30089265;D;D;D
30088658;D;D;D
30088411;D;D;D
30087902;D;D;D
30087023;D;D;D
30086101;D;D;D
30085942;D;D;D
30085526;D;D;D
30083832;D;D;D
30083435;D;D;D
30083133;D;D;D
30081797;D;D;D
30079268;D;D;D
30078765;D;D;D
30078091;D;D;D
30077126;D;D;D
30076347;D;D;D
30076178;D;D;D
30075236;D;D;D
30074155;D;D;D
30074095;D;D;D
30073145;D;D;D
30072758;D;D;D
30072058;D;D;D
30071503;D;D;D
30071233;D;D;D
30070521;D;D;D
30069797;D;D;D
30067944;D;D;D
30067064;D;D;D
30066962;D;D;D
30066889;D;D;D
30066873;D;D;D
30065676;D;D;D
30065670;D;D;D
30065168;D;D;D
30063350;D;D;D
30062855;D;D;D
30062805;D;D;D
30062209;D;D;D
30061806;D;D;D
30060847;D;D;D
30060793;D;D;D
30060792;D;D;D
30060508;D;D;D
30060507;D;D;D
30060396;D;D;D
30060359;D;D;D
30060311;D;D;D
30060179;D;D;D
30060178;D;D;D
30059798;D;D;D
30059577;D;D;D
30059490;D;D;D
30059431;D;D;D
30059266;D;D;D
30059262;D;D;D
30059174;D;D;D
30058685;D;D;D
30058481;D;D;D
30058151;D;D;D
30058059;D;D;D
30057858;D;D;D
30057796;D;D;D
30057006;D;D;D
30056856;D;D;D
30056855;D;D;D
30056853;D;D;D
30056485;D;D;D
30056482;D;D;D
30056403;D;D;D
30056402;D;D;D
30056401;D;D;D
30056400;D;D;D
30056399;D;D;D
30056397;D;D;D
30056394;D;D;D
30056393;D;D;D
30056392;D;D;D
30056311;D;D;D
30055068;C2;C2;D
30055067;D;D;D
30054887;C2;C2;C2
30053067;D;D;D
30052550;D;D;D
30052539;D;D;D
30052535;D;D;D
30051469;C2;C2;C2
30050893;D;D;D
30050891;D;D;D
30049329;B2;B2;C2
30047381;D;D;D
30047258;D;D;D
30046861;D;D;D
30046526;D;D;D
30046115;C1;C1;C1
30046015;D;D;D
30043511;D;D;D
30043321;C1;C1;C1
30042112;C2;C2;D
30040547;C2;C2;D
30040446;C1;B2;B1
30039906;D;D;D
30038979;B2;B2;B2
30038628;D;D;D
30035090;B2;C2;C2
30034582;C2;C2;C2
30034340;A;A;B1
30034010;B2;B2;B2
30033949;A;B1;B2
30033356;B1;B1;B1
30032770;C2;C2;D
30032619;D;C2;D
30031613;B2;B2;B2
30031265;D;D;D
30031116;C2;C1;D
30029812;C1;C1;C1
30028828;C2;C2;D
30026291;B2;B2;B2
30023033;B2;B2;B2
30022188;D;D;D
30021623;B2;B1;B2
30020738;C2;B2;C2
30019653;B2;B2;B2
30018348;C1;C1;C1
30016171;D;D;D
30015733;C1;C1;C1
30015391;D;C2;D
30014695;C2;C2;C2
30013845;C1;C1;C1
30013783;D;D;D
30012595;B2;B1;B1
30010477;C2;C2;C2
30010196;C1;C1;C1
30009737;D;D;D
30009598;D;D;D
30009205;D;D;D
30008498;D;D;D
30008465;D;D;D
30007891;D;D;D
30007705;D;D;D
30007488;D;D;D
30007461;D;D;D
30006341;D;D;D
30005299;D;D;D
30004252;D;D;D
30004221;D;D;D
30003493;D;D;D
30003072;D;D;D
30002751;D;D;D
30002595;D;D;D
30001096;D;D;D
30079758;D;D;D
30076066;D;D;D
30075413;C2;D;D
30068484;D;D;D
30063538;D;D;D
30051613;D;D;D
30047161;D;D;D
30046464;D;D;D
30044858;D;C2;C2
30043881;D;C2;D
30038657;C2;C2;D
30036853;D;D;D
30033319;C2;C2;C2
30032520;D;D;D
30021860;C1;C1;C2
30018470;D;C1;D
30012859;C1;C1;C1
30010031;D;D;D
30003280;D;D;D
50966510;D;D;D
50929917;D;D;D
50928074;D;D;D
50926748;D;D;D
50904299;D;D;D
50878778;D;D;D
50873989;D;D;D
50838598;D;D;D
50825712;D;D;D
50821954;D;D;D
50815644;D;D;D
50788973;D;D;D
50782525;C1;C1;C1
50782460;D;D;D
50760750;D;D;D
50754688;D;D;D
50752200;D;D;D
50751581;D;D;D
50751263;D;D;D
50725688;D;D;D
50716417;D;D;D
50692739;D;D;D
50682539;D;D;D
50676490;D;D;D
50659626;D;D;D
50644378;D;D;D
50641956;D;D;D
50639439;D;D;D
50630725;D;D;D
50621475;D;D;D
50580299;D;D;D
50575287;D;D;D
50536222;D;D;D
50519875;D;D;D
50501879;D;D;D
50497898;D;D;D
50494759;D;D;D
50480537;D;D;D
50465104;D;D;D
50458779;B2;C1;B2
50456628;D;D;D
50452177;D;D;D
50447157;D;D;D
50442937;D;D;D
50405527;D;D;D
50370197;D;D;D
50358367;D;D;D
50357182;D;D;D
50353136;D;D;D
50340964;D;D;D
50340301;D;D;D
50334441;D;D;D
50323563;D;D;D
50296183;D;D;D
50282239;D;D;D
50271598;D;D;D
50253093;D;D;D
50247050;D;D;D
50235028;D;D;D
50227483;D;D;D
50224786;D;D;D
50210157;D;D;D
50208365;D;D;D
50185225;D;D;D
50181874;D;D;D
50180452;D;D;D
50173812;D;D;D
50160818;D;D;D
50147323;D;D;D
50121553;D;D;D
50116389;D;D;D
50115914;D;D;D
50115864;D;D;D
50114701;D;D;D
50113875;D;D;D
50111413;D;D;D
50111412;D;D;D
50111410;D;D;D
50111408;D;D;D
50111407;D;D;D
50111087;D;D;D
50111085;D;D;D
50111084;D;D;D
50111083;D;D;D
50110471;D;D;D
50110469;D;D;D
50110468;D;D;D
50109582;C1;B2;C2
50107281;D;D;D
50107280;D;D;D
50107279;D;D;D
50107057;D;D;D
50107056;D;D;D
50107054;C2;C2;D
50106268;C2;C2;C2
50106230;D;D;D
50106032;D;D;D
50106027;D;D;D
50105916;D;D;D
50103411;D;D;D
50103410;D;D;D
50103409;D;D;D
50103118;D;D;D
50101256;D;D;D
50101252;D;D;D
50101251;B2;B2;C1
50100332;D;D;D
50099280;D;D;D
50099233;C2;C2;C2
50098941;C1;B1;B2
50096202;D;D;D
50096201;D;D;D
50094573;D;D;D
50094568;D;D;D
50094380;D;D;D
50094214;A;A;A
50093475;D;D;D
50092426;D;D;D
50091139;D;D;D
50090444;B2;B2;B2
50089298;A;A;A
50087231;B2;B2;B2
50085813;B2;B2;B2
50085102;C2;C2;C2
50082790;C1;C1;C1
50082763;B2;B1;B2
50082762;B1;B1;B1
50082144;D;C2;D
50080233;B2;B2;B2
50080205;B2;B2;B2
50080098;B2;B2;B2
50080072;D;D;D
50079632;B1;B1;B1
50078771;D;C2;D
50078085;B2;B2;C1
50076989;B2;B2;B2
50076988;B1;B2;C1
50076987;B1;B1;B2
50076985;B1;A;A
50076984;B1;B2;B2
50076213;B2;B2;B2
50074207;D;D;D
50073619;C1;C1;D
50073617;D;D;D
50073417;B2;B1;C1
50073368;D;D;D
50073363;D;D;D
50073331;C2;C2;C2
50071533;C1;B2;C1
50071532;B2;B2;B2
50070412;B2;B2;B2
50069360;D;D;D
50068710;D;D;D
50068139;C1;C1;C2
50067832;A;A;A
50067830;B2;B2;B2
50067828;D;D;D
50067827;B2;B2;B2
50067592;D;D;D
50066725;C1;B2;C2
50066721;B2;B2;B2
50066720;C1;B1;C1
50066243;B2;B2;C1
50064014;C1;C1;C1
50062110;C1;C1;C1
50062109;C1;B2;C1
50062107;C2;C2;C2
50062105;B1;B1;B1
50061690;C2;C2;C2
50061687;C2;B2;C2
50061682;D;D;D
50060649;C2;C2;C2
50059954;B1;B1;B2
50059470;D;D;D
50057017;C2;C2;C2
50057016;D;D;D
