player_playerId,team_teamName
50000420,"Landegem 2D"
50000420,"Landegem 2G"
50000829,"De Mintons 4H"
50001466,"Lokerse 3G"
50002711,"The Flying Shuttles 1D"
50002711,"The Flying Shuttles 1G"
50002725,"The Flying Shuttles 1G"
50002725,"The Flying Shuttles 1H"
50003112,"Lokerse 5H"
50005503,"De Mintons 2H"
50007258,"Pluimplukkers 5G"
50009784,"Drive 2D"
50010922,"Buggenhout 2H"
50010922,"Buggenhout 3G"
50011538,"Latem-De Pinte 2H"
50011538,"Latem-De Pinte 3G"
50012170,"Pluimplukkers 6H"
50012544,"Beveren 2H"
50013172,"Beveren 1G"
50013172,"Beveren 2H"
50013637,"Oudegem 5H"
50014428,"Smash For Fun 2H"
50014444,"Aalsterse 2H"
50014446,"Aalsterse 1G"
50015181,"Lede 1H"
50015368,"Drive 2G"
50015368,"Drive 2H"
50016123,"Pluimplukkers 7H"
50016240,"Beveren 1G"
50016240,"Beveren 2H"
50016242,"Stekene 1H"
50017352,"Buggenhout 1G"
50017352,"Buggenhout 1H"
50018241,"Gentse 4H"
50018452,"De Mintons 6H"
50018456,"Lokerse 4H"
50018677,"Buggenhout 2H"
50018724,"Latem-De Pinte 1G"
50019427,"Denderleeuw 1G"
50019427,"Denderleeuw 1H"
50019780,"Stekene 2G"
50020421,"Lokerse 8H"
50020555,"Drive 4H"
50020637,"Beveren 2H"
50020740,"Sentse 1H"
50020861,"Landegem 2H"
50020861,"Landegem 3G"
50021128,"Stekene 1H"
50021359,"Lokerse 3H"
50021359,"Lokerse 5G"
50021771,"Smash For Fun 1G"
50021771,"Smash For Fun 1H"
50022624,"Wetteren 2G"
50022624,"Wetteren 2H"
50022666,"Gentse 2H"
50023270,"Geraardsbergen 1H"
50023460,"De Mintons 3H"
50023490,"Flee Shuttle 1H"
50023573,"Drive 2H"
50024000,"Vlabad 1G"
50024000,"Vlabad 1H"
50024273,"Eikenlo 2H"
50024835,"Wallabies 1D"
50025407,"Drive 4H"
50025463,"Lokerse 8H"
50025471,"Wetteren 1G"
50025471,"Wetteren 1H"
50025597,"Pluimplukkers 7G"
50025644,"Latem-De Pinte 4G"
50025644,"Latem-De Pinte 5H"
50025674,"Oudegem 7H"
50025993,"Shuttle Stars 1G"
50026089,"Latem-De Pinte 2D"
50026196,"Danlie 1H"
50026703,"Smash For Fun 2H"
50026856,"4Ghent 1H"
50026856,"4Ghent 2G"
50026911,"Oudegem 4H"
50026911,"Oudegem 7G"
50027119,"Landegem 3G"
50027190,"Lokerse 7H"
50027391,"Flee Shuttle 1G"
50027391,"Flee Shuttle 1H"
50027473,"De Mintons 6H"
50027708,"Temse 1G"
50027708,"Temse 1H"
50027709,"Drive 3G"
50027949,"Lokerse 12H"
50028422,"Gentse 2G"
50028422,"Gentse 2H"
50028812,"Danlie 1G"
50028812,"Danlie 1H"
50028962,"Sentse 2G"
50029284,"Beveren 4H"
50029349,"Vlabad 3H"
50029588,"Danlie 1G"
50029589,"Drive 5G"
50029666,"Wit-Wit 3H"
50030626,"Nilston 1H"
50030747,"Sentse 1H"
50030794,"Flee Shuttle 1H"
50031356,"Drive 3G"
50031356,"Drive 5H"
50031448,"Landegem 1H"
50031673,"Lokerse 10H"
50032026,"Lede 1G"
50032026,"Lede 1H"
50032165,"Danlie 1G"
50032196,"Latem-De Pinte 4H"
50032467,"4Ghent 2D"
50032467,"4Ghent 3G"
50032693,"Gentse 5H"
50032803,"Stekene 1H"
50032803,"Stekene 2G"
50033585,"Oudegem 3H"
50033585,"Oudegem 7G"
50034201,"Lokerse 7H"
50034251,"De Mintons 2H"
50034256,"Drive 5H"
50034473,"Lokerse 11H"
50034476,"Lokerse 3D"
50034476,"Lokerse 5G"
50034555,"Latem-De Pinte 3H"
50035123,"Geraardsbergen 1H"
50035147,"Geraardsbergen 1G"
50035657,"Drive 5H"
50035695,"De Mintons 6H"
50036961,"Lokerse 9H"
50037095,"Drive 1H"
50037095,"Drive 4G"
50037780,"Lokerse 6H"
50037780,"Lokerse 8G"
50037837,"Pluimplukkers 5H"
50037837,"Pluimplukkers 6G"
50037954,"Lokerse 5G"
50037967,"Danlie 2H"
50039274,"Pluimplukkers 7H"
50039379,"Temse 2H"
50039384,"Pluimplukkers 6H"
50039440,"Buggenhout 1G"
50039511,"Wit-Wit 2H"
50039675,"Wetteren 1G"
50039675,"Wetteren 1H"
50039779,"Landegem 2D"
50040185,"Stekene 1G"
50041016,"Oudegem 5G"
50041083,"Gentse 1H"
50041083,"Gentse 3G"
50041229,"Gentse 1G"
50041229,"Gentse 1H"
50041371,"Pluimplukkers 7G"
50041528,"Lokerse 9H"
50041626,"Oudegem 5H"
50041964,"Nilston 1H"
50041988,"Flee Shuttle 1G"
50041988,"Flee Shuttle 1H"
50043496,"Eikenlo 3H"
50043697,"Gentse 1H"
50043697,"Gentse 4G"
50043762,"Drive 5H"
50043762,"Drive 6G"
50043764,"Drive 4H"
50043764,"Drive 6G"
50043907,"Wetteren 2D"
50043907,"Wetteren 2G"
50043987,"Deinze 1G"
50043987,"Deinze 1H"
50044099,"Deinze 1G"
50044099,"Deinze 1H"
50044188,"Denderleeuw 1G"
50044272,"Shuttle Stars 1G"
50044618,"Oudegem 2G"
50044637,"Evergem 1H"
50044718,"Lokerse 2D"
50044718,"Lokerse 5G"
50044967,"Latem-De Pinte 4H"
50045008,"Wallabies 1D"
50045097,"Lede 1H"
50045104,"Lede 1G"
50045765,"Deinze 1H"
50045765,"Deinze 2G"
50045969,"Drive 1D"
50046072,"Drive 5G"
50046208,"Gentse 4H"
50046838,"Gentse 6H"
50046880,"Vlabad 4H"
50047418,"Lokerse 3D"
50047418,"Lokerse 4G"
50047500,"Deinze 1G"
50047581,"Drive 4H"
50047634,"Drive 1H"
50047634,"Drive 2G"
50047635,"Drive 7H"
50047649,"Latem-De Pinte 3G"
50047682,"Aalsterse 1G"
50047682,"Aalsterse 1H"
50047684,"Oudegem 7H"
50047779,"Geraardsbergen 1G"
50047779,"Geraardsbergen 1H"
50047791,"De Mintons 6H"
50047935,"Beveren 3H"
50047937,"Beveren 1G"
50048145,"Pluimplukkers 8H"
50048188,"Lokerse 3H"
50048232,"Wetteren 1D"
50048232,"Wetteren 1G"
50048239,"Wetteren 2H"
50048239,"Wetteren 3G"
50048396,"De Mintons 2H"
50048396,"De Mintons 3G"
50048490,"Buggenhout 1H"
50048490,"Buggenhout 2G"
50048706,"Pluimplukkers 3D"
50048706,"Pluimplukkers 6G"
50048938,"Aalsterse 3H"
50049170,"Drive 3G"
50049403,"Drive 6G"
50049570,"Oudegem 5H"
50049570,"Oudegem 6G"
50049572,"Oudegem 6H"
50049575,"Oudegem 3G"
50049627,"Oudegem 2G"
50050477,"Danlie 1G"
50050477,"Danlie 1H"
50050498,"Gentse 1G"
50050498,"Gentse 1H"
50050550,"Lokerse 6H"
50050594,"Landegem 3H"
50050689,"Latem-De Pinte 2G"
50051141,"Hoge Wal 1G"
50051141,"Hoge Wal 1H"
50051413,"The Flying Shuttles 1G"
50051413,"The Flying Shuttles 1H"
50051489,"Pluimplukkers 4H"
50051489,"Pluimplukkers 8G"
50051934,"Buggenhout 2G"
50051934,"Buggenhout 3H"
50052107,"Buggenhout 3H"
